# Exp C main block (H) for participant 3177
# Date: 2026-03-09 15:04:29

0:00:00;instructions;filename;default/welcome_task.txt
0:00:00;instructions;start
0:00:00;labstreaminglayer;pauseatstart;true
0:00:00;labstreaminglayer;streamsession;true
0:00:00;labstreaminglayer;start
0:00:00;track;start
0:00:00;sysmon;start
0:00:00;communications;start
0:00:00;resman;start
0:00:00;communications;voicegender;male
0:00:00;communications;voiceidiom;english
0:00:00;sysmon;lights-1-failure;True
0:00:00;sysmon;scales-2-failure;True
0:00:00;resman;tank-a-lossperminute;853
0:00:00;resman;tank-b-lossperminute;835
0:00:00;track;targetproportion;0.30000000000000004
0:00:05;communications;radioprompt;own
0:00:11;sysmon;lights-1-failure;True
0:00:11;sysmon;scales-4-failure;True
0:00:16;communications;radioprompt;other
0:00:22;sysmon;lights-1-failure;True
0:00:22;sysmon;scales-4-failure;True
0:00:27;communications;radioprompt;other
0:00:33;sysmon;lights-1-failure;True
0:00:33;sysmon;scales-1-failure;True
0:00:38;communications;radioprompt;other
0:00:44;sysmon;lights-2-failure;True
0:00:44;sysmon;scales-2-failure;True
0:00:49;communications;radioprompt;other
0:00:55;sysmon;lights-2-failure;True
0:01:00;communications;radioprompt;other
0:01:06;sysmon;lights-2-failure;True
0:01:11;communications;radioprompt;own
0:01:17;sysmon;lights-2-failure;True
0:01:22;communications;radioprompt;other
0:01:28;sysmon;lights-2-failure;True
0:01:33;communications;radioprompt;other
0:01:39;sysmon;lights-1-failure;True
0:01:44;communications;radioprompt;own
0:01:50;sysmon;lights-1-failure;True
0:01:55;communications;radioprompt;own
0:02:01;sysmon;lights-1-failure;True
0:02:06;communications;radioprompt;other
0:02:12;sysmon;lights-2-failure;True
0:02:17;communications;radioprompt;other
0:02:23;sysmon;lights-2-failure;True
0:02:28;communications;radioprompt;own
0:02:34;sysmon;lights-2-failure;True
0:02:39;communications;radioprompt;own
0:02:45;sysmon;lights-2-failure;True
0:02:50;communications;radioprompt;other
0:02:56;sysmon;lights-1-failure;True
0:03:01;communications;radioprompt;own
0:03:07;sysmon;lights-2-failure;True
0:03:11;sysmon;scales-4-failure;True
0:03:18;sysmon;lights-1-failure;True
0:03:22;sysmon;scales-1-failure;True
0:03:29;sysmon;lights-2-failure;True
0:03:33;sysmon;scales-2-failure;True
0:03:40;sysmon;lights-1-failure;True
0:03:44;sysmon;scales-1-failure;True
0:03:51;sysmon;lights-1-failure;True
0:03:55;sysmon;scales-4-failure;True
0:04:02;sysmon;lights-1-failure;True
0:04:06;sysmon;scales-3-failure;True
0:04:13;sysmon;lights-1-failure;True
0:04:17;sysmon;scales-4-failure;True
0:04:24;sysmon;lights-2-failure;True
0:04:28;sysmon;scales-1-failure;True
0:04:35;sysmon;lights-2-failure;True
0:04:39;sysmon;scales-2-failure;True
0:04:46;sysmon;lights-2-failure;True
0:04:50;sysmon;scales-2-failure;True
0:04:57;sysmon;lights-2-failure;True
0:05:01;sysmon;scales-4-failure;True
0:05:03;communications;radioprompt;own
0:05:08;sysmon;lights-2-failure;True
0:05:12;sysmon;scales-3-failure;True
0:05:14;communications;radioprompt;other
0:05:19;sysmon;lights-1-failure;True
0:05:23;sysmon;scales-4-failure;True
0:05:25;communications;radioprompt;other
0:05:30;sysmon;lights-2-failure;True
0:05:34;sysmon;scales-3-failure;True
0:05:36;communications;radioprompt;own
0:05:41;sysmon;lights-1-failure;True
0:05:45;sysmon;scales-1-failure;True
0:05:47;communications;radioprompt;own
0:05:52;sysmon;lights-1-failure;True
0:05:56;sysmon;scales-1-failure;True
0:05:58;communications;radioprompt;own
0:06:03;sysmon;lights-1-failure;True
0:06:07;sysmon;scales-2-failure;True
0:06:09;communications;radioprompt;other
0:06:14;sysmon;lights-1-failure;True
0:06:18;sysmon;scales-3-failure;True
0:06:20;communications;radioprompt;own
0:06:25;sysmon;lights-2-failure;True
0:06:29;sysmon;scales-1-failure;True
0:06:31;communications;radioprompt;other
0:06:36;sysmon;lights-2-failure;True
0:06:40;sysmon;scales-2-failure;True
0:06:42;communications;radioprompt;other
0:06:47;sysmon;lights-2-failure;True
0:06:51;sysmon;scales-4-failure;True
0:06:53;communications;radioprompt;other
0:06:58;sysmon;lights-1-failure;True
0:07:02;sysmon;scales-2-failure;True
0:07:04;communications;radioprompt;own
0:07:09;sysmon;lights-1-failure;True
0:07:13;sysmon;scales-4-failure;True
0:07:15;communications;radioprompt;other
0:07:20;sysmon;lights-2-failure;True
0:07:24;sysmon;scales-3-failure;True
0:07:26;communications;radioprompt;other
0:07:31;sysmon;lights-1-failure;True
0:07:35;sysmon;scales-4-failure;True
0:07:37;communications;radioprompt;own
0:07:42;sysmon;lights-2-failure;True
0:07:46;sysmon;scales-2-failure;True
0:07:48;communications;radioprompt;own
0:07:53;sysmon;lights-1-failure;True
0:07:57;sysmon;scales-2-failure;True
0:08:01;communications;radioprompt;own
0:08:04;sysmon;lights-2-failure;True
0:08:08;sysmon;scales-1-failure;True
0:08:12;communications;radioprompt;own
0:08:15;sysmon;lights-2-failure;True
0:08:19;sysmon;scales-2-failure;True
0:08:23;communications;radioprompt;own
0:08:26;sysmon;lights-1-failure;True
0:08:30;sysmon;scales-2-failure;True
0:08:34;communications;radioprompt;other
0:08:37;sysmon;lights-1-failure;True
0:08:41;sysmon;scales-1-failure;True
0:08:45;communications;radioprompt;own
0:08:48;sysmon;lights-2-failure;True
0:08:52;sysmon;scales-3-failure;True
0:08:56;communications;radioprompt;own
0:08:59;sysmon;lights-1-failure;True
0:09:03;sysmon;scales-3-failure;True
0:09:10;sysmon;lights-2-failure;True
0:09:10;communications;radioprompt;own
0:09:14;sysmon;scales-2-failure;True
0:09:21;sysmon;lights-1-failure;True
0:09:21;communications;radioprompt;own
0:09:25;sysmon;scales-2-failure;True
0:09:32;sysmon;lights-2-failure;True
0:09:32;communications;radioprompt;own
0:09:36;sysmon;scales-1-failure;True
0:09:43;sysmon;lights-1-failure;True
0:09:43;communications;radioprompt;own
0:09:47;sysmon;scales-3-failure;True
0:09:54;sysmon;lights-1-failure;True
0:09:54;communications;radioprompt;other
0:09:58;sysmon;scales-4-failure;True
0:10:05;sysmon;lights-2-failure;True
0:10:06;communications;radioprompt;own
0:10:09;sysmon;scales-1-failure;True
0:10:17;sysmon;lights-1-failure;True
0:10:17;communications;radioprompt;other
0:10:20;sysmon;scales-4-failure;True
0:10:28;sysmon;lights-1-failure;True
0:10:28;communications;radioprompt;other
0:10:31;sysmon;scales-3-failure;True
0:10:39;sysmon;lights-2-failure;True
0:10:39;communications;radioprompt;own
0:10:42;sysmon;scales-1-failure;True
0:10:50;sysmon;lights-2-failure;True
0:10:50;communications;radioprompt;own
0:10:53;sysmon;scales-1-failure;True
0:11:01;sysmon;lights-2-failure;True
0:11:01;communications;radioprompt;other
0:11:04;sysmon;scales-4-failure;True
0:11:12;sysmon;lights-1-failure;True
0:11:12;communications;radioprompt;other
0:11:15;sysmon;scales-4-failure;True
0:11:23;sysmon;lights-1-failure;True
0:11:23;communications;radioprompt;own
0:11:26;sysmon;scales-4-failure;True
0:11:34;sysmon;lights-2-failure;True
0:11:34;communications;radioprompt;other
0:11:37;sysmon;scales-1-failure;True
0:11:45;sysmon;lights-2-failure;True
0:11:48;sysmon;scales-1-failure;True
0:11:56;sysmon;lights-1-failure;True
0:11:59;sysmon;scales-2-failure;True
0:12:07;sysmon;lights-1-failure;True
0:12:10;sysmon;scales-2-failure;True
0:12:18;sysmon;lights-1-failure;True
0:12:21;sysmon;scales-1-failure;True
0:12:29;sysmon;lights-2-failure;True
0:12:32;sysmon;scales-3-failure;True
0:12:40;sysmon;lights-2-failure;True
0:12:51;sysmon;lights-1-failure;True
0:13:02;sysmon;lights-2-failure;True
0:13:13;sysmon;lights-1-failure;True
0:13:24;sysmon;lights-1-failure;True
0:13:32;communications;radioprompt;other
0:13:35;sysmon;lights-1-failure;True
0:13:43;communications;radioprompt;own
0:13:46;sysmon;lights-1-failure;True
0:13:54;communications;radioprompt;own
0:13:57;sysmon;lights-1-failure;True
0:14:05;communications;radioprompt;own
0:14:08;sysmon;lights-2-failure;True
0:14:16;communications;radioprompt;own
0:14:19;sysmon;lights-1-failure;True
0:14:19;sysmon;scales-2-failure;True
0:14:27;communications;radioprompt;own
0:14:30;sysmon;lights-1-failure;True
0:14:30;sysmon;scales-3-failure;True
0:14:38;communications;radioprompt;own
0:14:41;sysmon;scales-3-failure;True
0:14:52;sysmon;scales-4-failure;True
0:14:57;communications;radioprompt;own
0:15:03;sysmon;scales-3-failure;True
0:15:08;communications;radioprompt;own
0:15:14;sysmon;scales-4-failure;True
0:15:19;communications;radioprompt;other
0:15:25;sysmon;scales-4-failure;True
0:15:30;communications;radioprompt;other
0:15:36;sysmon;scales-3-failure;True
0:15:41;communications;radioprompt;other
0:15:47;sysmon;scales-4-failure;True
0:15:52;communications;radioprompt;other
0:15:58;sysmon;scales-4-failure;True
0:16:03;communications;radioprompt;own
0:16:09;sysmon;scales-2-failure;True
0:16:14;communications;radioprompt;own
0:16:20;sysmon;scales-2-failure;True
0:16:25;communications;radioprompt;own
0:16:31;sysmon;scales-1-failure;True
0:16:36;communications;radioprompt;other
0:16:42;sysmon;scales-2-failure;True
0:16:47;communications;radioprompt;other
0:16:53;sysmon;scales-3-failure;True
0:16:58;communications;radioprompt;other
0:17:04;sysmon;scales-4-failure;True
0:17:09;communications;radioprompt;own
0:17:15;sysmon;scales-4-failure;True
0:17:20;communications;radioprompt;other
0:17:26;sysmon;scales-2-failure;True
0:17:31;communications;radioprompt;other
0:17:37;sysmon;scales-3-failure;True
0:17:42;communications;radioprompt;other
0:17:48;sysmon;scales-2-failure;True
0:17:53;communications;radioprompt;own
0:17:59;sysmon;scales-4-failure;True
0:18:04;communications;radioprompt;own
0:18:10;sysmon;scales-2-failure;True
0:18:15;communications;radioprompt;own
0:18:21;sysmon;scales-4-failure;True
0:18:26;communications;radioprompt;own
0:18:32;sysmon;scales-1-failure;True
0:18:37;communications;radioprompt;other
0:18:43;sysmon;scales-3-failure;True
0:18:48;communications;radioprompt;own
0:18:59;communications;radioprompt;own
0:19:10;communications;radioprompt;other
0:19:21;communications;radioprompt;own
0:19:32;communications;radioprompt;other
0:19:43;communications;radioprompt;other
0:19:54;communications;radioprompt;other
0:20:05;communications;radioprompt;other
0:20:16;communications;radioprompt;other
0:21:24;sysmon;lights-2-failure;True
0:21:35;sysmon;lights-2-failure;True
0:21:46;sysmon;lights-1-failure;True
0:21:57;sysmon;lights-1-failure;True
0:22:08;sysmon;lights-2-failure;True
0:22:19;sysmon;lights-2-failure;True
0:22:30;sysmon;lights-2-failure;True
0:22:41;sysmon;lights-1-failure;True
0:22:52;sysmon;lights-2-failure;True
0:23:03;sysmon;lights-2-failure;True
0:23:14;sysmon;lights-2-failure;True
0:23:25;sysmon;lights-2-failure;True
0:23:36;sysmon;lights-2-failure;True
0:23:47;sysmon;lights-2-failure;True
0:23:58;sysmon;lights-2-failure;True
0:24:09;sysmon;lights-2-failure;True
0:24:20;sysmon;lights-1-failure;True
0:24:31;sysmon;lights-2-failure;True
0:24:42;sysmon;lights-1-failure;True
0:24:53;sysmon;lights-2-failure;True
0:25:04;sysmon;lights-1-failure;True
0:25:15;sysmon;lights-1-failure;True
0:25:26;sysmon;lights-1-failure;True
0:25:38;sysmon;lights-2-failure;True
0:25:44;sysmon;scales-2-failure;True
0:25:49;sysmon;lights-2-failure;True
0:25:49;communications;radioprompt;other
0:25:55;sysmon;scales-1-failure;True
0:26:00;sysmon;lights-1-failure;True
0:26:00;communications;radioprompt;other
0:26:06;sysmon;scales-2-failure;True
0:26:11;sysmon;lights-1-failure;True
0:26:11;communications;radioprompt;own
0:26:17;sysmon;scales-2-failure;True
0:26:22;sysmon;lights-2-failure;True
0:26:22;communications;radioprompt;own
0:26:28;sysmon;scales-2-failure;True
0:26:33;sysmon;lights-2-failure;True
0:26:33;communications;radioprompt;own
0:26:39;sysmon;scales-3-failure;True
0:26:44;sysmon;lights-1-failure;True
0:26:44;communications;radioprompt;own
0:26:50;sysmon;scales-2-failure;True
0:26:55;sysmon;lights-1-failure;True
0:26:55;communications;radioprompt;other
0:27:01;sysmon;scales-3-failure;True
0:27:06;communications;radioprompt;other
0:27:07;sysmon;lights-2-failure;True
0:27:12;sysmon;scales-1-failure;True
0:27:17;communications;radioprompt;own
0:27:18;sysmon;lights-2-failure;True
0:27:23;sysmon;scales-3-failure;True
0:27:28;communications;radioprompt;other
0:27:29;sysmon;lights-1-failure;True
0:27:34;sysmon;scales-3-failure;True
0:27:39;communications;radioprompt;other
0:27:40;sysmon;lights-1-failure;True
0:27:45;sysmon;scales-1-failure;True
0:27:50;communications;radioprompt;other
0:27:51;sysmon;lights-1-failure;True
0:27:56;sysmon;scales-3-failure;True
0:28:01;communications;radioprompt;other
0:28:02;sysmon;lights-1-failure;True
0:28:07;sysmon;scales-3-failure;True
0:28:12;communications;radioprompt;own
0:28:13;sysmon;lights-2-failure;True
0:28:18;sysmon;scales-1-failure;True
0:28:23;communications;radioprompt;own
0:28:24;sysmon;lights-2-failure;True
0:28:29;sysmon;scales-1-failure;True
0:28:34;communications;radioprompt;own
0:28:35;sysmon;lights-1-failure;True
0:28:40;sysmon;scales-4-failure;True
0:28:45;communications;radioprompt;own
0:28:46;sysmon;lights-2-failure;True
0:28:51;sysmon;scales-3-failure;True
0:28:56;communications;radioprompt;own
0:28:57;sysmon;lights-2-failure;True
0:29:02;sysmon;scales-1-failure;True
0:29:07;communications;radioprompt;own
0:29:09;sysmon;lights-1-failure;True
0:29:13;sysmon;scales-4-failure;True
0:29:18;communications;radioprompt;other
0:29:20;sysmon;lights-2-failure;True
0:29:24;sysmon;scales-3-failure;True
0:29:29;communications;radioprompt;other
0:29:35;sysmon;scales-4-failure;True
0:29:40;communications;radioprompt;other
0:29:46;sysmon;scales-3-failure;True
0:29:51;communications;radioprompt;own
0:29:57;sysmon;scales-2-failure;True
0:30:02;communications;radioprompt;own
0:30:08;sysmon;scales-1-failure;True
0:30:13;communications;radioprompt;other
0:30:19;sysmon;scales-3-failure;True
0:30:24;communications;radioprompt;own
0:30:30;sysmon;scales-3-failure;True
0:30:35;communications;radioprompt;other
0:30:41;sysmon;scales-4-failure;True
0:30:46;communications;radioprompt;other
0:30:52;sysmon;scales-3-failure;True
0:30:57;communications;radioprompt;own
0:31:03;sysmon;scales-4-failure;True
0:31:08;communications;radioprompt;own
0:31:19;communications;radioprompt;own
0:31:23;sysmon;scales-1-failure;True
0:31:30;communications;radioprompt;own
0:31:34;sysmon;scales-2-failure;True
0:31:41;communications;radioprompt;other
0:31:45;sysmon;scales-4-failure;True
0:31:52;communications;radioprompt;other
0:31:56;sysmon;scales-1-failure;True
0:32:03;communications;radioprompt;other
0:32:07;sysmon;scales-2-failure;True
0:32:14;communications;radioprompt;own
0:32:18;sysmon;scales-1-failure;True
0:32:25;communications;radioprompt;own
0:32:29;sysmon;scales-1-failure;True
0:32:36;communications;radioprompt;other
0:32:40;sysmon;scales-4-failure;True
0:32:47;communications;radioprompt;other
0:32:51;sysmon;scales-3-failure;True
0:32:58;communications;radioprompt;own
0:33:02;sysmon;scales-4-failure;True
0:33:09;communications;radioprompt;own
0:33:15;sysmon;scales-1-failure;True
0:33:20;communications;radioprompt;other
0:33:26;sysmon;scales-1-failure;True
0:33:31;communications;radioprompt;other
0:33:32;sysmon;lights-1-failure;True
0:33:37;sysmon;scales-3-failure;True
0:33:43;sysmon;lights-1-failure;True
0:33:48;sysmon;scales-3-failure;True
0:33:49;communications;radioprompt;other
0:33:54;sysmon;lights-2-failure;True
0:33:59;sysmon;scales-2-failure;True
0:34:00;communications;radioprompt;other
0:34:05;sysmon;lights-1-failure;True
0:34:10;sysmon;scales-4-failure;True
0:34:11;communications;radioprompt;own
0:34:16;sysmon;lights-1-failure;True
0:34:21;sysmon;scales-3-failure;True
0:34:22;communications;radioprompt;own
0:34:27;sysmon;lights-1-failure;True
0:34:32;sysmon;scales-1-failure;True
0:34:33;communications;radioprompt;other
0:34:43;sysmon;lights-2-failure;True
0:34:43;sysmon;scales-1-failure;True
0:34:44;communications;radioprompt;other
0:34:54;sysmon;lights-2-failure;True
0:34:54;sysmon;scales-1-failure;True
0:34:55;communications;radioprompt;other
0:35:05;sysmon;lights-1-failure;True
0:35:05;sysmon;scales-4-failure;True
0:35:06;communications;radioprompt;other
0:35:16;sysmon;lights-2-failure;True
0:35:16;sysmon;scales-3-failure;True
0:35:17;communications;radioprompt;other
0:35:27;sysmon;lights-1-failure;True
0:35:27;sysmon;scales-2-failure;True
0:35:28;communications;radioprompt;other
0:35:38;sysmon;lights-2-failure;True
0:35:38;sysmon;scales-2-failure;True
0:35:39;communications;radioprompt;own
0:35:49;sysmon;lights-1-failure;True
0:35:49;sysmon;scales-3-failure;True
0:36:00;track;stop
0:36:00;sysmon;stop
0:36:00;communications;stop
0:36:00;resman;stop
0:36:00;labstreaminglayer;stop
0:36:00;genericscales;filename;nasatlx_en.txt
0:36:00;genericscales;start
0:36:00;instructions;filename;default/end_task.txt
0:36:00;instructions;start
