# Exp C main block (H) for participant 3052
# Date: 2026-03-09 15:04:29

0:00:00;instructions;filename;default/welcome_task.txt
0:00:00;instructions;start
0:00:00;labstreaminglayer;pauseatstart;true
0:00:00;labstreaminglayer;streamsession;true
0:00:00;labstreaminglayer;start
0:00:00;track;start
0:00:00;sysmon;start
0:00:00;communications;start
0:00:00;resman;start
0:00:00;communications;voicegender;male
0:00:00;communications;voiceidiom;english
0:00:00;sysmon;lights-2-failure;True
0:00:00;sysmon;scales-2-failure;True
0:00:00;resman;tank-a-lossperminute;855
0:00:00;resman;tank-b-lossperminute;863
0:00:00;track;targetproportion;0.30000000000000004
0:00:05;communications;radioprompt;own
0:00:11;sysmon;lights-2-failure;True
0:00:11;sysmon;scales-3-failure;True
0:00:16;communications;radioprompt;own
0:00:22;sysmon;lights-1-failure;True
0:00:22;sysmon;scales-2-failure;True
0:00:27;communications;radioprompt;own
0:00:33;sysmon;lights-1-failure;True
0:00:38;communications;radioprompt;own
0:00:44;sysmon;lights-1-failure;True
0:00:49;communications;radioprompt;other
0:00:55;sysmon;lights-1-failure;True
0:01:01;communications;radioprompt;other
0:01:06;sysmon;lights-2-failure;True
0:01:12;communications;radioprompt;other
0:01:17;sysmon;lights-1-failure;True
0:01:23;communications;radioprompt;own
0:01:28;sysmon;lights-2-failure;True
0:01:34;communications;radioprompt;own
0:01:39;sysmon;lights-2-failure;True
0:01:45;communications;radioprompt;other
0:01:50;sysmon;lights-1-failure;True
0:01:56;communications;radioprompt;other
0:02:01;sysmon;lights-2-failure;True
0:02:08;communications;radioprompt;own
0:02:12;sysmon;lights-1-failure;True
0:02:19;communications;radioprompt;other
0:02:23;sysmon;lights-2-failure;True
0:02:30;communications;radioprompt;other
0:02:34;sysmon;lights-1-failure;True
0:02:41;communications;radioprompt;own
0:02:45;sysmon;lights-2-failure;True
0:02:52;communications;radioprompt;other
0:02:56;sysmon;lights-2-failure;True
0:03:03;communications;radioprompt;other
0:03:07;sysmon;lights-2-failure;True
0:03:07;sysmon;scales-4-failure;True
0:03:14;communications;radioprompt;other
0:03:18;sysmon;lights-2-failure;True
0:03:18;sysmon;scales-1-failure;True
0:03:25;communications;radioprompt;other
0:03:29;sysmon;lights-1-failure;True
0:03:29;sysmon;scales-2-failure;True
0:03:36;communications;radioprompt;other
0:03:40;sysmon;lights-1-failure;True
0:03:40;sysmon;scales-3-failure;True
0:03:47;communications;radioprompt;own
0:03:51;sysmon;lights-2-failure;True
0:03:51;sysmon;scales-4-failure;True
0:03:58;communications;radioprompt;other
0:04:02;sysmon;lights-2-failure;True
0:04:02;sysmon;scales-4-failure;True
0:04:09;communications;radioprompt;own
0:04:13;sysmon;lights-1-failure;True
0:04:13;sysmon;scales-4-failure;True
0:04:20;communications;radioprompt;other
0:04:24;sysmon;lights-2-failure;True
0:04:24;sysmon;scales-1-failure;True
0:04:31;communications;radioprompt;own
0:04:35;sysmon;lights-1-failure;True
0:04:35;sysmon;scales-3-failure;True
0:04:42;communications;radioprompt;other
0:04:46;sysmon;scales-1-failure;True
0:04:51;sysmon;lights-2-failure;True
0:04:53;communications;radioprompt;other
0:04:57;sysmon;scales-1-failure;True
0:05:02;sysmon;lights-1-failure;True
0:05:04;communications;radioprompt;other
0:05:08;sysmon;scales-4-failure;True
0:05:13;sysmon;lights-1-failure;True
0:05:15;communications;radioprompt;own
0:05:19;sysmon;scales-3-failure;True
0:05:24;sysmon;lights-2-failure;True
0:05:26;communications;radioprompt;other
0:05:30;sysmon;scales-4-failure;True
0:05:35;sysmon;lights-1-failure;True
0:05:37;communications;radioprompt;own
0:05:41;sysmon;scales-3-failure;True
0:05:46;sysmon;lights-1-failure;True
0:05:48;communications;radioprompt;own
0:05:52;sysmon;scales-3-failure;True
0:05:57;sysmon;lights-1-failure;True
0:05:59;communications;radioprompt;other
0:06:03;sysmon;scales-3-failure;True
0:06:08;sysmon;lights-1-failure;True
0:06:10;communications;radioprompt;other
0:06:14;sysmon;scales-2-failure;True
0:06:21;communications;radioprompt;own
0:06:25;sysmon;scales-1-failure;True
0:06:32;communications;radioprompt;own
0:06:36;sysmon;scales-2-failure;True
0:06:43;communications;radioprompt;own
0:06:47;sysmon;scales-4-failure;True
0:06:54;communications;radioprompt;other
0:06:58;sysmon;scales-3-failure;True
0:07:05;communications;radioprompt;own
0:07:09;sysmon;scales-4-failure;True
0:07:19;communications;radioprompt;own
0:07:20;sysmon;scales-1-failure;True
0:07:30;communications;radioprompt;other
0:07:31;sysmon;scales-1-failure;True
0:07:41;communications;radioprompt;other
0:07:42;sysmon;scales-2-failure;True
0:07:49;sysmon;lights-2-failure;True
0:07:52;communications;radioprompt;other
0:07:53;sysmon;scales-1-failure;True
0:08:00;sysmon;lights-1-failure;True
0:08:03;communications;radioprompt;own
0:08:04;sysmon;scales-1-failure;True
0:08:11;sysmon;lights-1-failure;True
0:08:14;communications;radioprompt;other
0:08:15;sysmon;scales-3-failure;True
0:08:22;sysmon;lights-1-failure;True
0:08:25;communications;radioprompt;other
0:08:26;sysmon;scales-4-failure;True
0:08:33;sysmon;lights-2-failure;True
0:08:36;communications;radioprompt;other
0:08:37;sysmon;scales-3-failure;True
0:08:44;sysmon;lights-2-failure;True
0:08:47;communications;radioprompt;other
0:08:48;sysmon;scales-2-failure;True
0:08:55;sysmon;lights-1-failure;True
0:08:58;communications;radioprompt;own
0:08:59;sysmon;scales-4-failure;True
0:09:06;sysmon;lights-2-failure;True
0:09:09;communications;radioprompt;other
0:09:10;sysmon;scales-2-failure;True
0:09:17;sysmon;lights-1-failure;True
0:09:20;communications;radioprompt;other
0:09:21;sysmon;scales-2-failure;True
0:09:28;sysmon;lights-2-failure;True
0:09:31;communications;radioprompt;other
0:09:39;sysmon;lights-1-failure;True
0:09:42;communications;radioprompt;other
0:09:50;sysmon;lights-2-failure;True
0:09:53;communications;radioprompt;own
0:10:01;sysmon;lights-1-failure;True
0:10:12;sysmon;lights-2-failure;True
0:10:23;sysmon;lights-1-failure;True
0:10:34;sysmon;lights-1-failure;True
0:10:45;sysmon;lights-2-failure;True
0:13:13;sysmon;lights-1-failure;True
0:13:16;communications;radioprompt;other
0:13:27;communications;radioprompt;other
0:13:38;communications;radioprompt;own
0:14:05;communications;radioprompt;other
0:14:16;communications;radioprompt;other
0:14:27;communications;radioprompt;other
0:14:38;communications;radioprompt;own
0:14:49;communications;radioprompt;own
0:15:00;communications;radioprompt;own
0:15:11;communications;radioprompt;own
0:15:22;communications;radioprompt;own
0:15:33;communications;radioprompt;other
0:15:44;communications;radioprompt;own
0:15:55;communications;radioprompt;other
0:15:56;sysmon;scales-1-failure;True
0:16:05;sysmon;lights-2-failure;True
0:16:06;communications;radioprompt;other
0:16:07;sysmon;scales-4-failure;True
0:16:16;sysmon;lights-1-failure;True
0:16:17;communications;radioprompt;other
0:16:18;sysmon;scales-3-failure;True
0:16:27;sysmon;lights-1-failure;True
0:16:28;communications;radioprompt;other
0:16:29;sysmon;scales-3-failure;True
0:16:38;sysmon;lights-2-failure;True
0:16:39;communications;radioprompt;other
0:16:40;sysmon;scales-4-failure;True
0:16:49;sysmon;lights-1-failure;True
0:16:50;communications;radioprompt;other
0:16:51;sysmon;scales-1-failure;True
0:17:00;sysmon;lights-2-failure;True
0:17:01;communications;radioprompt;other
0:17:03;sysmon;scales-4-failure;True
0:17:11;sysmon;lights-2-failure;True
0:17:12;communications;radioprompt;other
0:17:14;sysmon;scales-4-failure;True
0:17:22;sysmon;lights-1-failure;True
0:17:25;sysmon;scales-1-failure;True
0:17:33;sysmon;lights-2-failure;True
0:17:36;sysmon;scales-2-failure;True
0:17:44;sysmon;lights-2-failure;True
0:17:47;sysmon;scales-1-failure;True
0:17:55;sysmon;lights-1-failure;True
0:18:00;sysmon;scales-4-failure;True
0:18:06;sysmon;lights-1-failure;True
0:18:11;sysmon;scales-3-failure;True
0:18:13;communications;radioprompt;other
0:18:17;sysmon;lights-2-failure;True
0:18:22;sysmon;scales-1-failure;True
0:18:24;communications;radioprompt;other
0:18:28;sysmon;lights-1-failure;True
0:18:33;sysmon;scales-1-failure;True
0:18:35;communications;radioprompt;own
0:18:39;sysmon;lights-1-failure;True
0:18:44;sysmon;scales-2-failure;True
0:18:46;communications;radioprompt;own
0:18:50;sysmon;lights-2-failure;True
0:18:55;sysmon;scales-2-failure;True
0:18:57;communications;radioprompt;other
0:19:01;sysmon;lights-1-failure;True
0:19:06;sysmon;scales-2-failure;True
0:19:08;communications;radioprompt;own
0:19:12;sysmon;lights-2-failure;True
0:19:17;sysmon;scales-2-failure;True
0:19:19;communications;radioprompt;own
0:19:23;sysmon;lights-2-failure;True
0:19:28;sysmon;scales-2-failure;True
0:19:30;communications;radioprompt;own
0:19:34;sysmon;lights-1-failure;True
0:19:39;sysmon;scales-2-failure;True
0:19:41;communications;radioprompt;other
0:19:45;sysmon;lights-1-failure;True
0:19:50;sysmon;scales-1-failure;True
0:19:53;communications;radioprompt;own
0:19:56;sysmon;lights-2-failure;True
0:20:01;sysmon;scales-3-failure;True
0:20:04;communications;radioprompt;other
0:20:07;sysmon;lights-1-failure;True
0:20:12;sysmon;scales-2-failure;True
0:20:15;communications;radioprompt;other
0:20:18;sysmon;lights-1-failure;True
0:20:23;sysmon;scales-3-failure;True
0:20:26;communications;radioprompt;own
0:20:29;sysmon;lights-2-failure;True
0:20:34;sysmon;scales-1-failure;True
0:20:37;communications;radioprompt;own
0:20:40;sysmon;lights-2-failure;True
0:20:45;sysmon;scales-3-failure;True
0:20:48;communications;radioprompt;own
0:20:51;sysmon;lights-2-failure;True
0:20:56;sysmon;scales-2-failure;True
0:20:59;communications;radioprompt;other
0:21:02;sysmon;lights-1-failure;True
0:21:07;sysmon;scales-4-failure;True
0:21:10;communications;radioprompt;own
0:21:13;sysmon;lights-1-failure;True
0:21:18;sysmon;scales-3-failure;True
0:21:21;communications;radioprompt;own
0:21:29;sysmon;scales-3-failure;True
0:21:32;communications;radioprompt;other
0:21:40;sysmon;scales-4-failure;True
0:21:43;communications;radioprompt;own
0:21:51;sysmon;scales-4-failure;True
0:21:54;communications;radioprompt;own
0:22:02;sysmon;scales-1-failure;True
0:22:05;communications;radioprompt;other
0:22:13;sysmon;scales-3-failure;True
0:22:16;communications;radioprompt;other
0:22:17;sysmon;lights-1-failure;True
0:22:24;sysmon;scales-1-failure;True
0:22:27;communications;radioprompt;own
0:22:28;sysmon;lights-2-failure;True
0:22:35;sysmon;scales-4-failure;True
0:22:38;communications;radioprompt;own
0:22:39;sysmon;lights-1-failure;True
0:22:46;sysmon;scales-2-failure;True
0:22:49;communications;radioprompt;own
0:22:50;sysmon;lights-2-failure;True
0:23:00;sysmon;scales-3-failure;True
0:23:00;communications;radioprompt;other
0:23:01;sysmon;lights-2-failure;True
0:23:11;sysmon;scales-1-failure;True
0:23:11;communications;radioprompt;own
0:23:12;sysmon;lights-2-failure;True
0:23:22;sysmon;scales-2-failure;True
0:23:22;communications;radioprompt;own
0:23:23;sysmon;lights-1-failure;True
0:23:33;sysmon;scales-1-failure;True
0:23:33;communications;radioprompt;own
0:23:34;sysmon;lights-2-failure;True
0:23:44;sysmon;scales-1-failure;True
0:23:44;communications;radioprompt;other
0:23:45;sysmon;lights-2-failure;True
0:23:55;sysmon;scales-2-failure;True
0:23:55;communications;radioprompt;own
0:23:56;sysmon;lights-2-failure;True
0:24:06;sysmon;scales-1-failure;True
0:24:06;communications;radioprompt;own
0:24:07;sysmon;lights-2-failure;True
0:24:17;sysmon;scales-1-failure;True
0:24:17;communications;radioprompt;own
0:24:18;sysmon;lights-1-failure;True
0:24:28;sysmon;scales-4-failure;True
0:24:28;communications;radioprompt;own
0:24:39;sysmon;scales-1-failure;True
0:24:39;communications;radioprompt;other
0:24:50;sysmon;scales-4-failure;True
0:24:50;communications;radioprompt;own
0:25:01;sysmon;scales-1-failure;True
0:25:01;communications;radioprompt;own
0:25:05;sysmon;lights-2-failure;True
0:25:12;sysmon;scales-3-failure;True
0:25:12;communications;radioprompt;other
0:25:16;sysmon;lights-2-failure;True
0:25:23;sysmon;scales-3-failure;True
0:25:23;communications;radioprompt;own
0:25:27;sysmon;lights-2-failure;True
0:25:34;sysmon;scales-2-failure;True
0:25:34;communications;radioprompt;own
0:25:38;sysmon;lights-2-failure;True
0:25:45;sysmon;scales-4-failure;True
0:25:45;communications;radioprompt;other
0:25:49;sysmon;lights-1-failure;True
0:25:56;sysmon;scales-2-failure;True
0:25:56;communications;radioprompt;other
0:26:00;sysmon;lights-2-failure;True
0:26:07;sysmon;scales-4-failure;True
0:26:07;communications;radioprompt;other
0:26:11;sysmon;lights-1-failure;True
0:26:18;sysmon;scales-4-failure;True
0:26:18;communications;radioprompt;other
0:26:22;sysmon;lights-2-failure;True
0:26:29;sysmon;scales-4-failure;True
0:26:33;sysmon;lights-1-failure;True
0:26:40;sysmon;scales-2-failure;True
0:26:44;sysmon;lights-1-failure;True
0:26:51;sysmon;scales-2-failure;True
0:26:55;sysmon;lights-2-failure;True
0:27:02;sysmon;scales-2-failure;True
0:27:06;sysmon;lights-1-failure;True
0:27:13;sysmon;scales-3-failure;True
0:27:17;sysmon;lights-2-failure;True
0:27:24;sysmon;scales-4-failure;True
0:27:35;sysmon;scales-2-failure;True
0:27:38;sysmon;lights-2-failure;True
0:27:46;sysmon;scales-2-failure;True
0:28:23;communications;radioprompt;other
0:28:34;communications;radioprompt;own
0:28:45;communications;radioprompt;other
0:28:56;communications;radioprompt;own
0:29:07;communications;radioprompt;own
0:29:18;communications;radioprompt;own
0:29:29;communications;radioprompt;own
0:29:40;communications;radioprompt;other
0:29:46;sysmon;scales-4-failure;True
0:29:51;communications;radioprompt;own
0:29:57;sysmon;scales-2-failure;True
0:30:02;communications;radioprompt;own
0:30:08;sysmon;scales-2-failure;True
0:30:13;communications;radioprompt;other
0:30:19;sysmon;scales-3-failure;True
0:30:21;sysmon;lights-2-failure;True
0:30:24;communications;radioprompt;other
0:30:30;sysmon;scales-3-failure;True
0:30:32;sysmon;lights-1-failure;True
0:30:35;communications;radioprompt;other
0:30:41;sysmon;scales-4-failure;True
0:30:43;sysmon;lights-1-failure;True
0:30:46;communications;radioprompt;other
0:30:52;sysmon;scales-2-failure;True
0:30:54;sysmon;lights-1-failure;True
0:30:57;communications;radioprompt;own
0:31:03;sysmon;scales-1-failure;True
0:31:05;sysmon;lights-1-failure;True
0:31:08;communications;radioprompt;own
0:31:14;sysmon;scales-1-failure;True
0:31:16;sysmon;lights-2-failure;True
0:31:19;communications;radioprompt;own
0:31:25;sysmon;scales-4-failure;True
0:31:27;sysmon;lights-1-failure;True
0:31:30;communications;radioprompt;own
0:31:36;sysmon;scales-4-failure;True
0:31:38;sysmon;lights-1-failure;True
0:31:41;communications;radioprompt;own
0:31:47;sysmon;scales-3-failure;True
0:31:49;sysmon;lights-1-failure;True
0:31:52;communications;radioprompt;own
0:31:58;sysmon;scales-4-failure;True
0:32:00;sysmon;lights-1-failure;True
0:32:03;communications;radioprompt;other
0:32:09;sysmon;scales-4-failure;True
0:32:11;sysmon;lights-2-failure;True
0:32:14;communications;radioprompt;own
0:32:20;sysmon;scales-1-failure;True
0:32:22;sysmon;lights-1-failure;True
0:32:25;communications;radioprompt;own
0:32:31;sysmon;scales-1-failure;True
0:32:33;sysmon;lights-2-failure;True
0:32:36;communications;radioprompt;own
0:32:42;sysmon;scales-2-failure;True
0:32:44;sysmon;lights-2-failure;True
0:32:53;sysmon;scales-3-failure;True
0:32:55;sysmon;lights-1-failure;True
0:33:04;sysmon;scales-3-failure;True
0:33:06;sysmon;lights-2-failure;True
0:33:15;sysmon;scales-1-failure;True
0:33:17;sysmon;lights-1-failure;True
0:33:26;sysmon;scales-4-failure;True
0:33:28;sysmon;lights-1-failure;True
0:33:37;sysmon;scales-3-failure;True
0:33:39;sysmon;lights-2-failure;True
0:33:48;sysmon;scales-4-failure;True
0:33:50;sysmon;lights-2-failure;True
0:33:59;sysmon;scales-3-failure;True
0:34:01;sysmon;lights-2-failure;True
0:34:10;sysmon;scales-3-failure;True
0:34:12;sysmon;lights-1-failure;True
0:34:21;sysmon;scales-3-failure;True
0:34:23;sysmon;lights-2-failure;True
0:34:32;sysmon;scales-1-failure;True
0:34:34;sysmon;lights-2-failure;True
0:34:43;sysmon;scales-4-failure;True
0:34:45;sysmon;lights-2-failure;True
0:34:54;sysmon;scales-3-failure;True
0:34:56;sysmon;lights-2-failure;True
0:35:05;sysmon;scales-3-failure;True
0:35:07;sysmon;lights-2-failure;True
0:35:16;sysmon;scales-2-failure;True
0:35:27;sysmon;lights-1-failure;True
0:35:27;sysmon;scales-2-failure;True
0:35:38;sysmon;lights-1-failure;True
0:35:38;sysmon;scales-1-failure;True
0:35:49;sysmon;lights-1-failure;True
0:35:49;sysmon;scales-1-failure;True
0:36:00;track;stop
0:36:00;sysmon;stop
0:36:00;communications;stop
0:36:00;resman;stop
0:36:00;labstreaminglayer;stop
0:36:00;genericscales;filename;nasatlx_en.txt
0:36:00;genericscales;start
0:36:00;instructions;filename;default/end_task.txt
0:36:00;instructions;start
