# Exp C main block (H) for participant 3030
# Date: 2026-03-09 15:04:29

0:00:00;instructions;filename;default/welcome_task.txt
0:00:00;instructions;start
0:00:00;labstreaminglayer;pauseatstart;true
0:00:00;labstreaminglayer;streamsession;true
0:00:00;labstreaminglayer;start
0:00:00;track;start
0:00:00;sysmon;start
0:00:00;communications;start
0:00:00;resman;start
0:00:00;communications;voicegender;male
0:00:00;communications;voiceidiom;english
0:00:00;sysmon;lights-2-failure;True
0:00:00;sysmon;scales-4-failure;True
0:00:00;resman;tank-a-lossperminute;843
0:00:00;resman;tank-b-lossperminute;816
0:00:00;track;targetproportion;0.30000000000000004
0:00:05;communications;radioprompt;other
0:00:11;sysmon;lights-1-failure;True
0:00:11;sysmon;scales-4-failure;True
0:00:16;communications;radioprompt;own
0:00:22;sysmon;lights-2-failure;True
0:00:22;sysmon;scales-2-failure;True
0:00:27;communications;radioprompt;other
0:00:33;sysmon;lights-2-failure;True
0:00:33;sysmon;scales-4-failure;True
0:00:42;communications;radioprompt;other
0:00:44;sysmon;lights-2-failure;True
0:00:44;sysmon;scales-3-failure;True
0:00:53;communications;radioprompt;own
0:00:55;sysmon;lights-2-failure;True
0:00:55;sysmon;scales-2-failure;True
0:01:04;communications;radioprompt;own
0:01:06;sysmon;lights-1-failure;True
0:01:06;sysmon;scales-1-failure;True
0:01:15;communications;radioprompt;other
0:01:17;sysmon;lights-2-failure;True
0:01:17;sysmon;scales-3-failure;True
0:01:26;communications;radioprompt;other
0:01:28;sysmon;lights-2-failure;True
0:01:28;sysmon;scales-3-failure;True
0:01:37;communications;radioprompt;other
0:01:39;sysmon;lights-1-failure;True
0:01:39;sysmon;scales-4-failure;True
0:01:48;communications;radioprompt;own
0:01:50;sysmon;lights-1-failure;True
0:01:50;sysmon;scales-2-failure;True
0:01:59;communications;radioprompt;own
0:02:01;sysmon;lights-1-failure;True
0:02:01;sysmon;scales-2-failure;True
0:02:10;communications;radioprompt;other
0:02:12;sysmon;lights-1-failure;True
0:02:12;sysmon;scales-1-failure;True
0:02:21;communications;radioprompt;own
0:02:23;sysmon;lights-1-failure;True
0:02:23;sysmon;scales-2-failure;True
0:02:32;communications;radioprompt;other
0:02:34;sysmon;lights-1-failure;True
0:02:34;sysmon;scales-1-failure;True
0:02:43;communications;radioprompt;own
0:02:45;sysmon;lights-2-failure;True
0:02:45;sysmon;scales-3-failure;True
0:02:54;communications;radioprompt;own
0:02:56;sysmon;lights-1-failure;True
0:02:56;sysmon;scales-3-failure;True
0:03:05;communications;radioprompt;own
0:03:07;sysmon;lights-2-failure;True
0:03:07;sysmon;scales-1-failure;True
0:03:16;communications;radioprompt;other
0:03:18;sysmon;lights-2-failure;True
0:03:18;sysmon;scales-4-failure;True
0:03:27;communications;radioprompt;other
0:03:29;sysmon;lights-1-failure;True
0:03:29;sysmon;scales-1-failure;True
0:03:38;communications;radioprompt;other
0:03:40;sysmon;lights-1-failure;True
0:03:40;sysmon;scales-3-failure;True
0:03:49;communications;radioprompt;other
0:03:51;sysmon;lights-1-failure;True
0:03:51;sysmon;scales-1-failure;True
0:04:00;communications;radioprompt;other
0:04:02;sysmon;lights-2-failure;True
0:04:02;sysmon;scales-3-failure;True
0:04:11;communications;radioprompt;other
0:04:13;sysmon;scales-4-failure;True
0:04:22;communications;radioprompt;own
0:04:24;sysmon;scales-3-failure;True
0:04:33;communications;radioprompt;own
0:04:35;sysmon;scales-1-failure;True
0:04:44;communications;radioprompt;own
0:04:46;sysmon;scales-3-failure;True
0:04:55;communications;radioprompt;other
0:04:57;sysmon;scales-4-failure;True
0:05:06;communications;radioprompt;own
0:05:17;communications;radioprompt;own
0:05:28;communications;radioprompt;own
0:05:36;sysmon;scales-1-failure;True
0:05:39;communications;radioprompt;own
0:05:43;sysmon;lights-1-failure;True
0:05:47;sysmon;scales-1-failure;True
0:05:50;communications;radioprompt;own
0:05:58;sysmon;scales-3-failure;True
0:06:01;communications;radioprompt;own
0:06:09;sysmon;scales-2-failure;True
0:06:12;communications;radioprompt;other
0:06:20;sysmon;scales-2-failure;True
0:06:23;communications;radioprompt;own
0:06:31;sysmon;scales-3-failure;True
0:06:34;communications;radioprompt;own
0:06:42;sysmon;scales-2-failure;True
0:06:53;sysmon;scales-4-failure;True
0:07:04;sysmon;scales-1-failure;True
0:07:15;sysmon;scales-2-failure;True
0:07:26;sysmon;scales-2-failure;True
0:07:37;sysmon;scales-2-failure;True
0:07:48;sysmon;scales-3-failure;True
0:07:59;sysmon;scales-1-failure;True
0:08:10;sysmon;scales-1-failure;True
0:08:21;sysmon;scales-2-failure;True
0:08:32;sysmon;scales-3-failure;True
0:08:33;sysmon;lights-1-failure;True
0:08:43;sysmon;scales-4-failure;True
0:08:44;sysmon;lights-2-failure;True
0:08:54;sysmon;scales-2-failure;True
0:08:56;sysmon;lights-1-failure;True
0:09:05;sysmon;scales-3-failure;True
0:09:07;sysmon;lights-2-failure;True
0:09:16;sysmon;scales-3-failure;True
0:09:18;sysmon;lights-1-failure;True
0:09:27;sysmon;scales-4-failure;True
0:09:29;sysmon;lights-1-failure;True
0:09:38;sysmon;scales-4-failure;True
0:09:40;sysmon;lights-1-failure;True
0:09:49;sysmon;scales-2-failure;True
0:09:51;sysmon;lights-2-failure;True
0:10:00;sysmon;scales-3-failure;True
0:10:02;sysmon;lights-2-failure;True
0:10:11;sysmon;scales-1-failure;True
0:10:13;sysmon;lights-2-failure;True
0:10:22;sysmon;scales-1-failure;True
0:10:33;sysmon;scales-2-failure;True
0:10:44;sysmon;scales-4-failure;True
0:10:55;sysmon;scales-3-failure;True
0:11:06;sysmon;scales-2-failure;True
0:11:17;sysmon;scales-4-failure;True
0:11:28;sysmon;scales-2-failure;True
0:11:39;sysmon;scales-4-failure;True
0:11:50;sysmon;scales-1-failure;True
0:11:51;communications;radioprompt;other
0:12:01;sysmon;scales-3-failure;True
0:12:02;communications;radioprompt;other
0:12:12;sysmon;scales-4-failure;True
0:12:13;communications;radioprompt;other
0:12:23;sysmon;scales-1-failure;True
0:12:24;communications;radioprompt;own
0:12:34;sysmon;scales-2-failure;True
0:12:35;communications;radioprompt;other
0:12:45;sysmon;scales-1-failure;True
0:12:46;communications;radioprompt;other
0:12:56;sysmon;scales-4-failure;True
0:12:57;communications;radioprompt;own
0:13:07;sysmon;scales-2-failure;True
0:13:08;communications;radioprompt;own
0:13:18;sysmon;scales-3-failure;True
0:13:19;sysmon;lights-2-failure;True
0:13:19;communications;radioprompt;own
0:13:29;sysmon;scales-1-failure;True
0:13:30;sysmon;lights-2-failure;True
0:13:30;communications;radioprompt;other
0:13:40;sysmon;scales-1-failure;True
0:13:41;sysmon;lights-1-failure;True
0:13:41;communications;radioprompt;own
0:13:51;sysmon;scales-3-failure;True
0:13:52;sysmon;lights-1-failure;True
0:13:52;communications;radioprompt;other
0:14:02;sysmon;scales-2-failure;True
0:14:03;sysmon;lights-1-failure;True
0:14:03;communications;radioprompt;other
0:14:13;sysmon;scales-2-failure;True
0:14:14;sysmon;lights-1-failure;True
0:14:15;communications;radioprompt;own
0:14:24;sysmon;scales-3-failure;True
0:14:25;sysmon;lights-1-failure;True
0:14:26;communications;radioprompt;own
0:14:35;sysmon;scales-1-failure;True
0:14:36;sysmon;lights-2-failure;True
0:14:37;communications;radioprompt;other
0:14:46;sysmon;scales-4-failure;True
0:14:47;sysmon;lights-2-failure;True
0:14:48;communications;radioprompt;own
0:14:57;sysmon;scales-3-failure;True
0:14:58;sysmon;lights-2-failure;True
0:14:59;communications;radioprompt;other
0:15:08;sysmon;scales-1-failure;True
0:15:09;sysmon;lights-2-failure;True
0:15:10;communications;radioprompt;own
0:15:19;sysmon;scales-2-failure;True
0:15:20;sysmon;lights-1-failure;True
0:15:21;communications;radioprompt;own
0:15:30;sysmon;scales-2-failure;True
0:15:31;sysmon;lights-1-failure;True
0:15:32;communications;radioprompt;own
0:15:42;sysmon;lights-1-failure;True
0:15:43;communications;radioprompt;other
0:15:53;sysmon;lights-2-failure;True
0:15:54;communications;radioprompt;other
0:16:04;sysmon;lights-1-failure;True
0:16:05;communications;radioprompt;other
0:16:15;sysmon;lights-2-failure;True
0:16:16;communications;radioprompt;own
0:16:26;sysmon;lights-2-failure;True
0:16:27;communications;radioprompt;other
0:16:37;sysmon;lights-1-failure;True
0:16:38;communications;radioprompt;other
0:16:48;sysmon;lights-1-failure;True
0:16:49;sysmon;scales-2-failure;True
0:16:49;communications;radioprompt;own
0:16:59;sysmon;lights-2-failure;True
0:17:00;sysmon;scales-3-failure;True
0:17:00;communications;radioprompt;own
0:17:10;sysmon;lights-2-failure;True
0:17:11;sysmon;scales-3-failure;True
0:17:11;communications;radioprompt;other
0:17:21;sysmon;lights-1-failure;True
0:17:22;sysmon;scales-2-failure;True
0:17:22;communications;radioprompt;own
0:17:32;sysmon;lights-1-failure;True
0:17:33;sysmon;scales-4-failure;True
0:17:43;sysmon;lights-2-failure;True
0:17:44;sysmon;scales-3-failure;True
0:17:54;sysmon;lights-2-failure;True
0:17:55;sysmon;scales-1-failure;True
0:18:05;sysmon;lights-2-failure;True
0:18:06;sysmon;scales-2-failure;True
0:18:16;sysmon;lights-1-failure;True
0:18:17;sysmon;scales-1-failure;True
0:18:27;sysmon;lights-1-failure;True
0:18:28;sysmon;scales-2-failure;True
0:18:38;sysmon;lights-1-failure;True
0:18:39;sysmon;scales-3-failure;True
0:18:49;sysmon;lights-2-failure;True
0:18:50;sysmon;scales-1-failure;True
0:19:00;sysmon;lights-1-failure;True
0:19:01;sysmon;scales-1-failure;True
0:19:11;sysmon;lights-1-failure;True
0:19:12;sysmon;scales-4-failure;True
0:19:22;sysmon;lights-2-failure;True
0:19:23;sysmon;scales-4-failure;True
0:19:33;sysmon;lights-1-failure;True
0:19:34;sysmon;scales-1-failure;True
0:19:44;sysmon;lights-1-failure;True
0:19:45;sysmon;scales-4-failure;True
0:19:55;sysmon;lights-1-failure;True
0:19:56;sysmon;scales-4-failure;True
0:20:06;sysmon;lights-1-failure;True
0:20:07;sysmon;scales-3-failure;True
0:20:17;sysmon;lights-2-failure;True
0:20:18;sysmon;scales-4-failure;True
0:20:28;sysmon;lights-1-failure;True
0:20:29;sysmon;scales-1-failure;True
0:20:38;communications;radioprompt;other
0:20:39;sysmon;lights-2-failure;True
0:20:40;sysmon;scales-4-failure;True
0:20:49;communications;radioprompt;own
0:20:50;sysmon;lights-2-failure;True
0:20:51;sysmon;scales-1-failure;True
0:21:00;communications;radioprompt;other
0:21:01;sysmon;lights-2-failure;True
0:21:02;sysmon;scales-3-failure;True
0:21:11;communications;radioprompt;other
0:21:12;sysmon;lights-1-failure;True
0:21:13;sysmon;scales-3-failure;True
0:21:22;communications;radioprompt;other
0:21:23;sysmon;lights-2-failure;True
0:21:24;sysmon;scales-4-failure;True
0:21:33;communications;radioprompt;other
0:21:34;sysmon;lights-1-failure;True
0:21:35;sysmon;scales-2-failure;True
0:21:44;communications;radioprompt;own
0:21:46;sysmon;lights-2-failure;True
0:21:46;sysmon;scales-4-failure;True
0:21:55;communications;radioprompt;own
0:21:57;sysmon;lights-2-failure;True
0:21:57;sysmon;scales-2-failure;True
0:22:06;communications;radioprompt;own
0:22:08;sysmon;lights-1-failure;True
0:22:08;sysmon;scales-4-failure;True
0:22:17;communications;radioprompt;other
0:22:19;sysmon;lights-1-failure;True
0:22:19;sysmon;scales-2-failure;True
0:22:28;communications;radioprompt;own
0:22:30;sysmon;lights-2-failure;True
0:22:30;sysmon;scales-4-failure;True
0:22:39;communications;radioprompt;other
0:22:41;sysmon;lights-2-failure;True
0:22:41;sysmon;scales-1-failure;True
0:22:52;sysmon;lights-1-failure;True
0:22:52;sysmon;scales-4-failure;True
0:23:03;sysmon;lights-1-failure;True
0:23:03;sysmon;scales-4-failure;True
0:23:14;sysmon;lights-1-failure;True
0:23:14;sysmon;scales-1-failure;True
0:23:25;sysmon;lights-2-failure;True
0:23:25;sysmon;scales-2-failure;True
0:23:33;communications;radioprompt;own
0:23:36;sysmon;lights-2-failure;True
0:23:36;sysmon;scales-4-failure;True
0:23:47;sysmon;lights-1-failure;True
0:23:47;sysmon;scales-3-failure;True
0:23:48;communications;radioprompt;other
0:23:58;sysmon;lights-1-failure;True
0:23:58;sysmon;scales-3-failure;True
0:23:59;communications;radioprompt;other
0:24:09;sysmon;lights-2-failure;True
0:24:09;sysmon;scales-1-failure;True
0:24:10;communications;radioprompt;other
0:24:20;sysmon;lights-1-failure;True
0:24:20;sysmon;scales-4-failure;True
0:24:21;communications;radioprompt;own
0:24:31;sysmon;lights-1-failure;True
0:24:31;sysmon;scales-2-failure;True
0:24:32;communications;radioprompt;own
0:24:42;sysmon;lights-2-failure;True
0:24:42;sysmon;scales-3-failure;True
0:24:43;communications;radioprompt;other
0:24:53;sysmon;lights-2-failure;True
0:24:53;sysmon;scales-2-failure;True
0:24:54;communications;radioprompt;other
0:25:04;sysmon;lights-1-failure;True
0:25:04;sysmon;scales-2-failure;True
0:25:05;communications;radioprompt;own
0:25:15;sysmon;lights-2-failure;True
0:25:15;sysmon;scales-1-failure;True
0:25:16;communications;radioprompt;own
0:25:26;sysmon;lights-1-failure;True
0:25:26;sysmon;scales-1-failure;True
0:25:27;communications;radioprompt;own
0:25:37;sysmon;lights-2-failure;True
0:25:37;sysmon;scales-4-failure;True
0:25:38;communications;radioprompt;other
0:25:48;sysmon;lights-1-failure;True
0:25:48;sysmon;scales-4-failure;True
0:25:49;communications;radioprompt;own
0:25:59;sysmon;lights-2-failure;True
0:26:00;communications;radioprompt;own
0:26:10;sysmon;lights-2-failure;True
0:26:24;communications;radioprompt;other
0:26:35;communications;radioprompt;own
0:26:46;communications;radioprompt;other
0:26:57;communications;radioprompt;own
0:27:08;communications;radioprompt;other
0:27:19;communications;radioprompt;other
0:27:30;communications;radioprompt;other
0:27:41;sysmon;lights-1-failure;True
0:27:41;communications;radioprompt;other
0:27:52;sysmon;lights-1-failure;True
0:27:52;communications;radioprompt;own
0:28:03;sysmon;lights-2-failure;True
0:28:03;communications;radioprompt;own
0:28:14;sysmon;lights-2-failure;True
0:28:14;communications;radioprompt;other
0:28:25;sysmon;lights-1-failure;True
0:28:25;communications;radioprompt;own
0:28:36;sysmon;lights-2-failure;True
0:28:36;communications;radioprompt;other
0:28:47;sysmon;lights-2-failure;True
0:28:47;communications;radioprompt;other
0:28:58;sysmon;lights-2-failure;True
0:28:58;communications;radioprompt;other
0:29:09;sysmon;lights-1-failure;True
0:29:09;communications;radioprompt;own
0:29:20;sysmon;lights-1-failure;True
0:29:20;communications;radioprompt;other
0:29:31;sysmon;lights-2-failure;True
0:29:31;communications;radioprompt;own
0:29:42;sysmon;lights-2-failure;True
0:29:42;communications;radioprompt;other
0:29:53;sysmon;lights-2-failure;True
0:29:53;communications;radioprompt;own
0:30:04;communications;radioprompt;other
0:30:15;communications;radioprompt;own
0:30:26;communications;radioprompt;own
0:30:37;communications;radioprompt;own
0:30:48;communications;radioprompt;own
0:31:04;communications;radioprompt;other
0:31:15;communications;radioprompt;other
0:31:26;communications;radioprompt;other
0:31:33;sysmon;lights-2-failure;True
0:31:37;communications;radioprompt;own
0:31:44;sysmon;lights-2-failure;True
0:31:48;communications;radioprompt;other
0:31:55;sysmon;lights-2-failure;True
0:31:59;communications;radioprompt;other
0:32:06;sysmon;lights-2-failure;True
0:32:10;communications;radioprompt;own
0:32:17;sysmon;lights-1-failure;True
0:32:21;communications;radioprompt;own
0:32:28;sysmon;lights-2-failure;True
0:32:32;communications;radioprompt;own
0:32:39;sysmon;lights-1-failure;True
0:32:43;communications;radioprompt;own
0:32:54;communications;radioprompt;own
0:33:05;communications;radioprompt;other
0:33:16;communications;radioprompt;own
0:33:23;sysmon;lights-2-failure;True
0:33:27;communications;radioprompt;other
0:33:38;communications;radioprompt;other
0:33:49;communications;radioprompt;own
0:33:58;sysmon;lights-1-failure;True
0:34:00;communications;radioprompt;other
0:34:09;sysmon;lights-2-failure;True
0:34:11;communications;radioprompt;other
0:34:20;sysmon;lights-2-failure;True
0:34:22;communications;radioprompt;other
0:34:31;sysmon;lights-1-failure;True
0:34:33;communications;radioprompt;own
0:34:42;sysmon;lights-2-failure;True
0:34:44;communications;radioprompt;other
0:34:53;sysmon;lights-1-failure;True
0:34:55;communications;radioprompt;own
0:35:04;sysmon;lights-1-failure;True
0:35:06;communications;radioprompt;own
0:35:15;sysmon;lights-1-failure;True
0:35:16;sysmon;scales-3-failure;True
0:35:17;communications;radioprompt;other
0:35:26;sysmon;lights-1-failure;True
0:35:27;sysmon;scales-4-failure;True
0:35:28;communications;radioprompt;other
0:35:37;sysmon;lights-1-failure;True
0:35:38;sysmon;scales-1-failure;True
0:35:39;communications;radioprompt;own
0:35:49;sysmon;lights-2-failure;True
0:35:49;sysmon;scales-3-failure;True
0:36:00;track;stop
0:36:00;sysmon;stop
0:36:00;communications;stop
0:36:00;resman;stop
0:36:00;labstreaminglayer;stop
0:36:00;genericscales;filename;nasatlx_en.txt
0:36:00;genericscales;start
0:36:00;instructions;filename;default/end_task.txt
0:36:00;instructions;start
