# Exp C main block (H) for participant 3063
# Date: 2026-03-09 15:04:29

0:00:00;instructions;filename;default/welcome_task.txt
0:00:00;instructions;start
0:00:00;labstreaminglayer;pauseatstart;true
0:00:00;labstreaminglayer;streamsession;true
0:00:00;labstreaminglayer;start
0:00:00;track;start
0:00:00;sysmon;start
0:00:00;communications;start
0:00:00;resman;start
0:00:00;communications;voicegender;male
0:00:00;communications;voiceidiom;english
0:00:00;sysmon;lights-1-failure;True
0:00:00;sysmon;scales-4-failure;True
0:00:00;resman;tank-a-lossperminute;816
0:00:00;resman;tank-b-lossperminute;824
0:00:00;track;targetproportion;0.30000000000000004
0:00:05;communications;radioprompt;own
0:00:11;sysmon;lights-1-failure;True
0:00:11;sysmon;scales-2-failure;True
0:00:16;communications;radioprompt;own
0:00:22;sysmon;lights-1-failure;True
0:00:22;sysmon;scales-3-failure;True
0:00:27;communications;radioprompt;own
0:00:33;sysmon;lights-1-failure;True
0:00:33;sysmon;scales-3-failure;True
0:00:38;communications;radioprompt;other
0:00:44;sysmon;lights-2-failure;True
0:00:44;sysmon;scales-3-failure;True
0:00:49;communications;radioprompt;own
0:00:55;sysmon;lights-2-failure;True
0:00:55;sysmon;scales-2-failure;True
0:01:00;communications;radioprompt;own
0:01:06;sysmon;lights-1-failure;True
0:01:06;sysmon;scales-2-failure;True
0:01:11;communications;radioprompt;own
0:01:17;sysmon;lights-2-failure;True
0:01:17;sysmon;scales-3-failure;True
0:01:22;communications;radioprompt;other
0:01:28;sysmon;lights-2-failure;True
0:01:28;sysmon;scales-4-failure;True
0:01:33;communications;radioprompt;own
0:01:39;sysmon;lights-1-failure;True
0:01:39;sysmon;scales-1-failure;True
0:01:44;communications;radioprompt;other
0:01:50;sysmon;lights-1-failure;True
0:01:50;sysmon;scales-2-failure;True
0:01:55;communications;radioprompt;own
0:02:01;sysmon;lights-2-failure;True
0:02:01;sysmon;scales-1-failure;True
0:02:06;communications;radioprompt;own
0:02:12;sysmon;lights-2-failure;True
0:02:12;sysmon;scales-3-failure;True
0:02:17;communications;radioprompt;own
0:02:23;sysmon;lights-2-failure;True
0:02:23;sysmon;scales-1-failure;True
0:02:28;communications;radioprompt;own
0:02:34;sysmon;lights-1-failure;True
0:02:34;sysmon;scales-1-failure;True
0:02:39;communications;radioprompt;own
0:02:45;sysmon;lights-2-failure;True
0:02:45;sysmon;scales-4-failure;True
0:02:50;communications;radioprompt;other
0:02:56;sysmon;lights-2-failure;True
0:02:56;sysmon;scales-2-failure;True
0:03:01;communications;radioprompt;own
0:03:07;sysmon;lights-2-failure;True
0:03:07;sysmon;scales-2-failure;True
0:03:12;communications;radioprompt;other
0:03:18;sysmon;lights-1-failure;True
0:03:18;sysmon;scales-2-failure;True
0:03:29;sysmon;lights-2-failure;True
0:03:29;sysmon;scales-3-failure;True
0:03:30;communications;radioprompt;other
0:03:40;sysmon;lights-1-failure;True
0:03:40;sysmon;scales-2-failure;True
0:03:41;communications;radioprompt;other
0:03:51;sysmon;scales-2-failure;True
0:03:52;communications;radioprompt;other
0:03:59;sysmon;lights-2-failure;True
0:04:02;sysmon;scales-2-failure;True
0:04:10;sysmon;lights-2-failure;True
0:04:13;sysmon;scales-2-failure;True
0:04:17;communications;radioprompt;other
0:04:21;sysmon;lights-1-failure;True
0:04:24;sysmon;scales-2-failure;True
0:04:28;communications;radioprompt;other
0:04:32;sysmon;lights-2-failure;True
0:04:35;sysmon;scales-3-failure;True
0:04:39;communications;radioprompt;own
0:04:43;sysmon;lights-2-failure;True
0:04:46;sysmon;scales-1-failure;True
0:04:50;communications;radioprompt;own
0:04:54;sysmon;lights-1-failure;True
0:04:57;sysmon;scales-1-failure;True
0:05:05;sysmon;lights-1-failure;True
0:05:08;sysmon;scales-1-failure;True
0:05:16;sysmon;lights-2-failure;True
0:05:19;sysmon;scales-2-failure;True
0:05:27;sysmon;lights-2-failure;True
0:05:30;sysmon;scales-2-failure;True
0:05:38;sysmon;lights-1-failure;True
0:05:41;sysmon;scales-1-failure;True
0:05:49;sysmon;lights-2-failure;True
0:05:52;sysmon;scales-3-failure;True
0:06:00;sysmon;lights-1-failure;True
0:06:03;sysmon;scales-3-failure;True
0:06:11;sysmon;lights-1-failure;True
0:06:14;sysmon;scales-4-failure;True
0:06:22;sysmon;lights-2-failure;True
0:06:33;sysmon;lights-1-failure;True
0:06:44;sysmon;lights-2-failure;True
0:06:55;sysmon;lights-2-failure;True
0:07:06;sysmon;lights-1-failure;True
0:07:09;sysmon;scales-4-failure;True
0:07:20;sysmon;scales-3-failure;True
0:07:31;sysmon;scales-2-failure;True
0:07:42;sysmon;scales-2-failure;True
0:07:53;sysmon;scales-3-failure;True
0:08:04;sysmon;scales-4-failure;True
0:08:12;sysmon;lights-1-failure;True
0:08:15;sysmon;scales-3-failure;True
0:08:23;sysmon;lights-2-failure;True
0:08:26;sysmon;scales-3-failure;True
0:08:34;sysmon;lights-2-failure;True
0:08:37;sysmon;scales-1-failure;True
0:08:45;sysmon;lights-1-failure;True
0:08:48;sysmon;scales-4-failure;True
0:08:56;sysmon;lights-2-failure;True
0:08:59;sysmon;scales-1-failure;True
0:09:07;sysmon;lights-2-failure;True
0:09:10;sysmon;scales-4-failure;True
0:09:18;sysmon;lights-2-failure;True
0:09:21;sysmon;scales-3-failure;True
0:09:29;sysmon;lights-2-failure;True
0:09:32;sysmon;scales-4-failure;True
0:09:40;sysmon;lights-2-failure;True
0:09:43;sysmon;scales-3-failure;True
0:09:51;sysmon;lights-2-failure;True
0:10:02;sysmon;lights-2-failure;True
0:10:13;sysmon;lights-1-failure;True
0:10:24;sysmon;lights-1-failure;True
0:10:35;sysmon;lights-1-failure;True
0:10:46;sysmon;lights-2-failure;True
0:10:57;sysmon;lights-2-failure;True
0:11:01;communications;radioprompt;own
0:11:08;sysmon;lights-1-failure;True
0:11:12;communications;radioprompt;other
0:11:19;sysmon;lights-1-failure;True
0:11:24;communications;radioprompt;own
0:11:30;sysmon;lights-2-failure;True
0:11:35;communications;radioprompt;other
0:11:41;sysmon;lights-1-failure;True
0:11:46;communications;radioprompt;other
0:11:52;sysmon;lights-1-failure;True
0:11:57;communications;radioprompt;own
0:12:03;sysmon;lights-2-failure;True
0:12:08;communications;radioprompt;own
0:12:14;sysmon;lights-1-failure;True
0:12:19;communications;radioprompt;other
0:12:26;sysmon;lights-2-failure;True
0:12:30;communications;radioprompt;other
0:12:41;sysmon;lights-2-failure;True
0:12:41;communications;radioprompt;other
0:12:52;communications;radioprompt;own
0:12:55;sysmon;lights-2-failure;True
0:13:03;communications;radioprompt;other
0:13:06;sysmon;lights-1-failure;True
0:13:14;communications;radioprompt;other
0:13:17;sysmon;lights-2-failure;True
0:13:25;communications;radioprompt;own
0:13:28;sysmon;lights-2-failure;True
0:13:36;communications;radioprompt;own
0:13:39;sysmon;lights-1-failure;True
0:13:47;communications;radioprompt;other
0:13:50;sysmon;lights-1-failure;True
0:13:58;communications;radioprompt;own
0:14:01;sysmon;lights-1-failure;True
0:14:09;communications;radioprompt;own
0:14:12;sysmon;lights-1-failure;True
0:14:20;communications;radioprompt;own
0:14:23;sysmon;lights-1-failure;True
0:14:31;communications;radioprompt;other
0:14:42;communications;radioprompt;other
0:14:49;sysmon;lights-1-failure;True
0:14:53;communications;radioprompt;own
0:15:00;sysmon;lights-2-failure;True
0:15:04;communications;radioprompt;other
0:15:15;communications;radioprompt;other
0:15:26;communications;radioprompt;own
0:15:37;communications;radioprompt;own
0:15:48;communications;radioprompt;other
0:15:59;communications;radioprompt;own
0:16:10;communications;radioprompt;other
0:16:21;communications;radioprompt;other
0:16:32;communications;radioprompt;other
0:16:43;communications;radioprompt;own
0:16:54;communications;radioprompt;other
0:17:05;communications;radioprompt;other
0:17:16;communications;radioprompt;own
0:17:27;communications;radioprompt;own
0:17:38;communications;radioprompt;own
0:17:49;communications;radioprompt;own
0:18:02;communications;radioprompt;own
0:18:13;communications;radioprompt;own
0:18:22;sysmon;scales-1-failure;True
0:18:24;communications;radioprompt;other
0:18:33;sysmon;scales-3-failure;True
0:18:35;communications;radioprompt;own
0:18:44;sysmon;scales-1-failure;True
0:18:46;communications;radioprompt;other
0:18:55;sysmon;scales-1-failure;True
0:18:57;communications;radioprompt;own
0:19:06;sysmon;scales-4-failure;True
0:19:08;communications;radioprompt;own
0:19:19;communications;radioprompt;other
0:19:20;sysmon;scales-3-failure;True
0:19:30;communications;radioprompt;own
0:19:31;sysmon;scales-3-failure;True
0:19:41;communications;radioprompt;own
0:19:42;sysmon;scales-1-failure;True
0:19:52;communications;radioprompt;other
0:20:03;communications;radioprompt;own
0:20:09;sysmon;scales-3-failure;True
0:20:14;communications;radioprompt;other
0:20:20;sysmon;scales-1-failure;True
0:20:25;communications;radioprompt;own
0:20:31;sysmon;scales-1-failure;True
0:20:36;communications;radioprompt;own
0:20:47;communications;radioprompt;other
0:20:58;communications;radioprompt;own
0:21:31;sysmon;scales-2-failure;True
0:21:42;sysmon;scales-4-failure;True
0:21:53;sysmon;scales-1-failure;True
0:22:04;sysmon;scales-1-failure;True
0:22:15;sysmon;scales-4-failure;True
0:22:26;sysmon;scales-1-failure;True
0:23:08;sysmon;scales-4-failure;True
0:23:19;sysmon;scales-4-failure;True
0:23:30;sysmon;scales-4-failure;True
0:23:41;sysmon;scales-1-failure;True
0:23:52;sysmon;scales-2-failure;True
0:24:03;sysmon;scales-3-failure;True
0:24:06;communications;radioprompt;own
0:24:14;sysmon;scales-1-failure;True
0:24:17;communications;radioprompt;other
0:24:25;sysmon;scales-4-failure;True
0:24:28;communications;radioprompt;own
0:24:33;sysmon;lights-1-failure;True
0:24:36;sysmon;scales-1-failure;True
0:24:39;communications;radioprompt;own
0:24:44;sysmon;lights-2-failure;True
0:24:47;sysmon;scales-3-failure;True
0:24:50;communications;radioprompt;other
0:24:55;sysmon;lights-2-failure;True
0:24:58;sysmon;scales-2-failure;True
0:25:01;communications;radioprompt;other
0:25:06;sysmon;lights-1-failure;True
0:25:09;sysmon;scales-3-failure;True
0:25:12;communications;radioprompt;other
0:25:17;sysmon;lights-1-failure;True
0:25:20;sysmon;scales-3-failure;True
0:25:23;communications;radioprompt;other
0:25:28;sysmon;lights-1-failure;True
0:25:31;sysmon;scales-2-failure;True
0:25:34;communications;radioprompt;own
0:25:39;sysmon;lights-1-failure;True
0:25:42;sysmon;scales-3-failure;True
0:25:45;communications;radioprompt;own
0:25:50;sysmon;lights-2-failure;True
0:25:53;sysmon;scales-3-failure;True
0:25:56;communications;radioprompt;own
0:26:01;sysmon;lights-2-failure;True
0:26:04;sysmon;scales-2-failure;True
0:26:07;communications;radioprompt;own
0:26:12;sysmon;lights-1-failure;True
0:26:15;sysmon;scales-4-failure;True
0:26:18;communications;radioprompt;other
0:26:23;sysmon;lights-2-failure;True
0:26:26;sysmon;scales-2-failure;True
0:26:29;communications;radioprompt;own
0:26:34;sysmon;lights-1-failure;True
0:26:37;sysmon;scales-1-failure;True
0:26:40;communications;radioprompt;other
0:26:45;sysmon;lights-1-failure;True
0:26:48;sysmon;scales-1-failure;True
0:26:51;communications;radioprompt;own
0:26:56;sysmon;lights-2-failure;True
0:26:59;sysmon;scales-1-failure;True
0:27:02;communications;radioprompt;other
0:27:07;sysmon;lights-1-failure;True
0:27:10;sysmon;scales-2-failure;True
0:27:13;communications;radioprompt;other
0:27:18;sysmon;lights-2-failure;True
0:27:21;sysmon;scales-1-failure;True
0:27:24;communications;radioprompt;other
0:27:32;sysmon;scales-1-failure;True
0:27:33;sysmon;lights-2-failure;True
0:27:35;communications;radioprompt;other
0:27:43;sysmon;scales-1-failure;True
0:27:44;sysmon;lights-2-failure;True
0:27:46;communications;radioprompt;own
0:27:54;sysmon;scales-2-failure;True
0:27:55;sysmon;lights-2-failure;True
0:27:57;communications;radioprompt;own
0:28:05;sysmon;scales-3-failure;True
0:28:06;sysmon;lights-2-failure;True
0:28:08;communications;radioprompt;other
0:28:16;sysmon;scales-4-failure;True
0:28:17;sysmon;lights-1-failure;True
0:28:19;communications;radioprompt;other
0:28:27;sysmon;scales-1-failure;True
0:28:28;sysmon;lights-2-failure;True
0:28:30;communications;radioprompt;other
0:28:38;sysmon;scales-4-failure;True
0:28:39;sysmon;lights-2-failure;True
0:28:41;communications;radioprompt;own
0:28:49;sysmon;scales-3-failure;True
0:28:51;sysmon;lights-2-failure;True
0:28:52;communications;radioprompt;other
0:29:01;sysmon;scales-2-failure;True
0:29:02;sysmon;lights-2-failure;True
0:29:03;communications;radioprompt;other
0:29:13;sysmon;lights-1-failure;True
0:29:13;sysmon;scales-2-failure;True
0:29:14;communications;radioprompt;other
0:29:24;sysmon;lights-1-failure;True
0:29:24;sysmon;scales-3-failure;True
0:29:25;communications;radioprompt;own
0:29:35;sysmon;lights-2-failure;True
0:29:35;sysmon;scales-3-failure;True
0:29:36;communications;radioprompt;own
0:29:46;sysmon;lights-2-failure;True
0:29:46;sysmon;scales-3-failure;True
0:29:47;communications;radioprompt;own
0:29:57;sysmon;lights-1-failure;True
0:29:57;sysmon;scales-4-failure;True
0:29:58;communications;radioprompt;other
0:30:08;sysmon;lights-2-failure;True
0:30:08;sysmon;scales-4-failure;True
0:30:09;communications;radioprompt;other
0:30:19;sysmon;lights-1-failure;True
0:30:19;sysmon;scales-1-failure;True
0:30:20;communications;radioprompt;other
0:30:30;sysmon;lights-1-failure;True
0:30:30;sysmon;scales-4-failure;True
0:30:31;communications;radioprompt;own
0:30:41;sysmon;lights-1-failure;True
0:30:41;sysmon;scales-1-failure;True
0:30:42;communications;radioprompt;other
0:30:52;sysmon;lights-2-failure;True
0:30:52;sysmon;scales-4-failure;True
0:30:53;communications;radioprompt;other
0:31:03;sysmon;lights-1-failure;True
0:31:03;sysmon;scales-3-failure;True
0:31:04;communications;radioprompt;other
0:31:14;sysmon;lights-1-failure;True
0:31:14;sysmon;scales-4-failure;True
0:31:15;communications;radioprompt;own
0:31:25;sysmon;lights-1-failure;True
0:31:25;sysmon;scales-1-failure;True
0:31:26;communications;radioprompt;other
0:31:36;sysmon;lights-1-failure;True
0:31:36;sysmon;scales-2-failure;True
0:31:37;communications;radioprompt;own
0:31:47;sysmon;lights-1-failure;True
0:31:47;sysmon;scales-4-failure;True
0:31:48;communications;radioprompt;other
0:31:58;sysmon;lights-2-failure;True
0:31:58;sysmon;scales-3-failure;True
0:31:59;communications;radioprompt;other
0:32:09;sysmon;lights-1-failure;True
0:32:09;sysmon;scales-3-failure;True
0:32:10;communications;radioprompt;other
0:32:20;sysmon;lights-2-failure;True
0:32:20;sysmon;scales-4-failure;True
0:32:21;communications;radioprompt;other
0:32:31;sysmon;lights-1-failure;True
0:32:31;sysmon;scales-2-failure;True
0:32:32;communications;radioprompt;own
0:32:42;sysmon;lights-2-failure;True
0:32:42;sysmon;scales-4-failure;True
0:32:43;communications;radioprompt;other
0:32:53;sysmon;lights-2-failure;True
0:32:53;sysmon;scales-2-failure;True
0:32:54;communications;radioprompt;own
0:33:04;sysmon;lights-1-failure;True
0:33:04;sysmon;scales-3-failure;True
0:33:05;communications;radioprompt;other
0:33:15;sysmon;lights-2-failure;True
0:33:15;sysmon;scales-2-failure;True
0:33:16;communications;radioprompt;own
0:33:26;sysmon;lights-1-failure;True
0:33:26;sysmon;scales-4-failure;True
0:33:27;communications;radioprompt;other
0:33:37;sysmon;lights-2-failure;True
0:33:37;sysmon;scales-4-failure;True
0:33:38;communications;radioprompt;own
0:33:48;sysmon;lights-1-failure;True
0:33:48;sysmon;scales-2-failure;True
0:33:49;communications;radioprompt;other
0:33:59;sysmon;lights-1-failure;True
0:33:59;sysmon;scales-4-failure;True
0:34:00;communications;radioprompt;own
0:34:10;sysmon;lights-1-failure;True
0:34:10;sysmon;scales-4-failure;True
0:34:11;communications;radioprompt;own
0:34:21;sysmon;lights-2-failure;True
0:34:21;sysmon;scales-1-failure;True
0:34:22;communications;radioprompt;own
0:34:32;sysmon;lights-1-failure;True
0:34:32;sysmon;scales-4-failure;True
0:34:33;communications;radioprompt;own
0:34:43;sysmon;lights-1-failure;True
0:34:43;sysmon;scales-4-failure;True
0:34:44;communications;radioprompt;other
0:34:54;sysmon;lights-1-failure;True
0:34:54;sysmon;scales-4-failure;True
0:34:55;communications;radioprompt;own
0:35:05;sysmon;lights-1-failure;True
0:35:05;sysmon;scales-2-failure;True
0:35:06;communications;radioprompt;other
0:35:16;sysmon;lights-1-failure;True
0:35:16;sysmon;scales-2-failure;True
0:35:17;communications;radioprompt;other
0:35:27;sysmon;lights-1-failure;True
0:35:27;sysmon;scales-1-failure;True
0:35:28;communications;radioprompt;other
0:35:38;sysmon;lights-2-failure;True
0:35:38;sysmon;scales-4-failure;True
0:35:39;communications;radioprompt;other
0:35:49;sysmon;lights-2-failure;True
0:35:49;sysmon;scales-2-failure;True
0:36:00;track;stop
0:36:00;sysmon;stop
0:36:00;communications;stop
0:36:00;resman;stop
0:36:00;labstreaminglayer;stop
0:36:00;genericscales;filename;nasatlx_en.txt
0:36:00;genericscales;start
0:36:00;instructions;filename;default/end_task.txt
0:36:00;instructions;start
