# Exp C main block (H) for participant 3187
# Date: 2026-03-09 15:04:29

0:00:00;instructions;filename;default/welcome_task.txt
0:00:00;instructions;start
0:00:00;labstreaminglayer;pauseatstart;true
0:00:00;labstreaminglayer;streamsession;true
0:00:00;labstreaminglayer;start
0:00:00;track;start
0:00:00;sysmon;start
0:00:00;communications;start
0:00:00;resman;start
0:00:00;communications;voicegender;male
0:00:00;communications;voiceidiom;english
0:00:00;sysmon;lights-1-failure;True
0:00:00;sysmon;scales-3-failure;True
0:00:00;resman;tank-a-lossperminute;837
0:00:00;resman;tank-b-lossperminute;861
0:00:00;track;targetproportion;0.30000000000000004
0:00:05;communications;radioprompt;other
0:00:11;sysmon;lights-2-failure;True
0:00:11;sysmon;scales-2-failure;True
0:00:16;communications;radioprompt;other
0:00:22;sysmon;lights-2-failure;True
0:00:22;sysmon;scales-4-failure;True
0:00:27;communications;radioprompt;own
0:00:33;sysmon;lights-1-failure;True
0:00:33;sysmon;scales-1-failure;True
0:00:38;communications;radioprompt;own
0:00:44;sysmon;lights-2-failure;True
0:00:44;sysmon;scales-2-failure;True
0:00:49;communications;radioprompt;other
0:00:55;sysmon;lights-2-failure;True
0:00:55;sysmon;scales-3-failure;True
0:01:00;communications;radioprompt;other
0:01:06;sysmon;lights-2-failure;True
0:01:06;sysmon;scales-4-failure;True
0:01:11;communications;radioprompt;own
0:01:17;sysmon;lights-2-failure;True
0:01:17;sysmon;scales-1-failure;True
0:01:22;communications;radioprompt;own
0:01:28;sysmon;lights-2-failure;True
0:01:28;sysmon;scales-2-failure;True
0:01:33;communications;radioprompt;own
0:01:39;sysmon;lights-1-failure;True
0:01:39;sysmon;scales-2-failure;True
0:01:44;communications;radioprompt;own
0:01:50;sysmon;lights-2-failure;True
0:01:50;sysmon;scales-3-failure;True
0:01:55;communications;radioprompt;other
0:02:01;sysmon;lights-2-failure;True
0:02:01;sysmon;scales-3-failure;True
0:02:06;communications;radioprompt;other
0:02:12;sysmon;lights-2-failure;True
0:02:12;sysmon;scales-3-failure;True
0:02:17;communications;radioprompt;own
0:02:23;sysmon;lights-1-failure;True
0:02:28;communications;radioprompt;other
0:02:34;sysmon;lights-2-failure;True
0:02:39;communications;radioprompt;other
0:02:45;sysmon;lights-2-failure;True
0:02:50;communications;radioprompt;own
0:02:56;sysmon;lights-1-failure;True
0:03:01;communications;radioprompt;own
0:03:07;sysmon;lights-1-failure;True
0:03:12;communications;radioprompt;other
0:03:18;sysmon;lights-1-failure;True
0:03:22;sysmon;scales-1-failure;True
0:03:23;communications;radioprompt;other
0:03:29;sysmon;lights-2-failure;True
0:03:33;sysmon;scales-4-failure;True
0:03:34;communications;radioprompt;other
0:03:40;sysmon;lights-1-failure;True
0:03:44;sysmon;scales-2-failure;True
0:03:45;communications;radioprompt;own
0:03:51;sysmon;lights-1-failure;True
0:03:55;sysmon;scales-1-failure;True
0:03:56;communications;radioprompt;own
0:04:02;sysmon;lights-2-failure;True
0:04:06;sysmon;scales-3-failure;True
0:04:07;communications;radioprompt;other
0:04:13;sysmon;lights-2-failure;True
0:04:17;sysmon;scales-4-failure;True
0:04:18;communications;radioprompt;own
0:04:24;sysmon;lights-1-failure;True
0:04:28;sysmon;scales-2-failure;True
0:04:29;communications;radioprompt;other
0:04:38;sysmon;lights-1-failure;True
0:04:39;sysmon;scales-2-failure;True
0:04:40;communications;radioprompt;own
0:04:49;sysmon;lights-2-failure;True
0:04:50;sysmon;scales-2-failure;True
0:04:51;communications;radioprompt;other
0:05:00;sysmon;lights-2-failure;True
0:05:01;sysmon;scales-3-failure;True
0:05:11;sysmon;lights-1-failure;True
0:05:12;sysmon;scales-1-failure;True
0:05:22;sysmon;lights-1-failure;True
0:05:23;sysmon;scales-1-failure;True
0:05:33;sysmon;lights-2-failure;True
0:05:34;sysmon;scales-2-failure;True
0:05:44;sysmon;lights-1-failure;True
0:05:45;sysmon;scales-4-failure;True
0:05:55;sysmon;lights-1-failure;True
0:05:56;sysmon;scales-2-failure;True
0:06:06;sysmon;lights-1-failure;True
0:06:07;sysmon;scales-1-failure;True
0:06:18;sysmon;scales-2-failure;True
0:06:29;sysmon;scales-1-failure;True
0:06:40;sysmon;scales-1-failure;True
0:07:37;sysmon;scales-2-failure;True
0:07:48;sysmon;scales-4-failure;True
0:07:59;sysmon;scales-4-failure;True
0:08:10;sysmon;scales-2-failure;True
0:08:21;sysmon;scales-1-failure;True
0:08:32;sysmon;scales-2-failure;True
0:08:38;communications;radioprompt;own
0:08:43;sysmon;scales-4-failure;True
0:08:49;communications;radioprompt;other
0:08:54;sysmon;scales-2-failure;True
0:09:00;communications;radioprompt;other
0:09:05;sysmon;scales-4-failure;True
0:09:11;communications;radioprompt;other
0:09:16;sysmon;scales-3-failure;True
0:09:22;communications;radioprompt;other
0:09:27;sysmon;scales-4-failure;True
0:09:33;communications;radioprompt;other
0:09:38;sysmon;scales-2-failure;True
0:09:44;communications;radioprompt;other
0:09:49;sysmon;scales-2-failure;True
0:09:55;communications;radioprompt;other
0:10:00;sysmon;scales-3-failure;True
0:10:06;communications;radioprompt;own
0:10:16;sysmon;scales-3-failure;True
0:10:17;communications;radioprompt;other
0:10:26;sysmon;lights-1-failure;True
0:10:27;sysmon;scales-1-failure;True
0:10:28;communications;radioprompt;own
0:10:37;sysmon;lights-2-failure;True
0:10:38;sysmon;scales-1-failure;True
0:10:39;communications;radioprompt;own
0:10:48;sysmon;lights-2-failure;True
0:10:49;sysmon;scales-3-failure;True
0:10:50;communications;radioprompt;own
0:10:59;sysmon;lights-1-failure;True
0:11:00;sysmon;scales-4-failure;True
0:11:01;communications;radioprompt;other
0:11:10;sysmon;lights-1-failure;True
0:11:11;sysmon;scales-3-failure;True
0:11:12;communications;radioprompt;other
0:11:21;sysmon;lights-1-failure;True
0:11:22;sysmon;scales-3-failure;True
0:11:23;communications;radioprompt;own
0:11:32;sysmon;lights-2-failure;True
0:11:33;sysmon;scales-1-failure;True
0:11:34;communications;radioprompt;own
0:11:43;sysmon;lights-1-failure;True
0:11:44;sysmon;scales-3-failure;True
0:11:45;communications;radioprompt;other
0:11:54;sysmon;lights-1-failure;True
0:11:55;sysmon;scales-2-failure;True
0:11:56;communications;radioprompt;own
0:12:05;sysmon;lights-1-failure;True
0:12:06;sysmon;scales-2-failure;True
0:12:07;communications;radioprompt;own
0:12:16;sysmon;lights-1-failure;True
0:12:17;sysmon;scales-3-failure;True
0:12:18;communications;radioprompt;own
0:12:27;sysmon;lights-1-failure;True
0:12:29;communications;radioprompt;own
0:12:30;sysmon;scales-3-failure;True
0:12:38;sysmon;lights-1-failure;True
0:12:40;communications;radioprompt;other
0:12:41;sysmon;scales-1-failure;True
0:12:49;sysmon;lights-1-failure;True
0:12:51;communications;radioprompt;other
0:12:52;sysmon;scales-1-failure;True
0:13:00;sysmon;lights-1-failure;True
0:13:02;communications;radioprompt;other
0:13:03;sysmon;scales-4-failure;True
0:13:11;sysmon;lights-1-failure;True
0:13:13;communications;radioprompt;other
0:13:14;sysmon;scales-1-failure;True
0:13:22;sysmon;lights-1-failure;True
0:13:24;communications;radioprompt;own
0:13:25;sysmon;scales-2-failure;True
0:13:33;sysmon;lights-1-failure;True
0:13:35;communications;radioprompt;other
0:13:36;sysmon;scales-4-failure;True
0:13:44;sysmon;lights-2-failure;True
0:13:46;communications;radioprompt;other
0:13:47;sysmon;scales-1-failure;True
0:13:55;sysmon;lights-1-failure;True
0:13:57;communications;radioprompt;own
0:13:58;sysmon;scales-3-failure;True
0:14:06;sysmon;lights-1-failure;True
0:14:08;communications;radioprompt;other
0:14:09;sysmon;scales-2-failure;True
0:14:17;sysmon;lights-2-failure;True
0:14:19;communications;radioprompt;own
0:14:28;sysmon;lights-1-failure;True
0:14:30;communications;radioprompt;other
0:14:39;sysmon;lights-1-failure;True
0:14:41;communications;radioprompt;own
0:14:50;sysmon;lights-1-failure;True
0:14:52;communications;radioprompt;other
0:15:01;sysmon;lights-2-failure;True
0:15:03;communications;radioprompt;other
0:15:12;sysmon;lights-1-failure;True
0:15:14;communications;radioprompt;own
0:15:23;sysmon;lights-2-failure;True
0:15:25;communications;radioprompt;other
0:15:34;sysmon;lights-2-failure;True
0:15:36;communications;radioprompt;other
0:15:45;sysmon;lights-2-failure;True
0:15:47;communications;radioprompt;own
0:15:56;sysmon;lights-2-failure;True
0:15:58;communications;radioprompt;own
0:16:07;sysmon;lights-1-failure;True
0:16:09;communications;radioprompt;other
0:16:18;sysmon;lights-2-failure;True
0:16:20;communications;radioprompt;other
0:16:29;sysmon;lights-2-failure;True
0:16:31;communications;radioprompt;other
0:16:40;sysmon;lights-2-failure;True
0:16:42;communications;radioprompt;own
0:16:51;sysmon;lights-2-failure;True
0:16:53;communications;radioprompt;other
0:17:02;sysmon;lights-1-failure;True
0:17:04;communications;radioprompt;own
0:17:13;sysmon;lights-2-failure;True
0:17:15;communications;radioprompt;own
0:17:24;sysmon;lights-2-failure;True
0:17:26;communications;radioprompt;other
0:17:35;sysmon;lights-2-failure;True
0:17:37;communications;radioprompt;own
0:17:42;sysmon;scales-3-failure;True
0:17:46;sysmon;lights-1-failure;True
0:17:48;communications;radioprompt;other
0:17:53;sysmon;scales-1-failure;True
0:17:57;sysmon;lights-2-failure;True
0:17:59;communications;radioprompt;other
0:18:04;sysmon;scales-4-failure;True
0:18:09;sysmon;lights-2-failure;True
0:18:10;communications;radioprompt;other
0:18:15;sysmon;scales-4-failure;True
0:18:20;sysmon;lights-1-failure;True
0:18:21;communications;radioprompt;own
0:18:26;sysmon;scales-3-failure;True
0:18:32;communications;radioprompt;other
0:18:37;sysmon;scales-2-failure;True
0:18:43;communications;radioprompt;own
0:18:48;sysmon;scales-2-failure;True
0:18:54;communications;radioprompt;other
0:18:59;sysmon;scales-4-failure;True
0:19:05;communications;radioprompt;own
0:19:10;sysmon;scales-4-failure;True
0:19:16;communications;radioprompt;other
0:19:21;sysmon;scales-4-failure;True
0:19:27;communications;radioprompt;own
0:19:32;sysmon;scales-2-failure;True
0:19:38;communications;radioprompt;other
0:19:43;sysmon;scales-2-failure;True
0:19:49;communications;radioprompt;own
0:19:54;sysmon;scales-1-failure;True
0:20:00;communications;radioprompt;other
0:20:05;sysmon;scales-4-failure;True
0:20:11;communications;radioprompt;own
0:20:16;sysmon;scales-3-failure;True
0:20:22;communications;radioprompt;own
0:20:27;sysmon;scales-2-failure;True
0:20:33;communications;radioprompt;other
0:20:38;sysmon;scales-2-failure;True
0:20:44;communications;radioprompt;own
0:20:49;sysmon;scales-3-failure;True
0:20:55;communications;radioprompt;other
0:21:00;sysmon;scales-3-failure;True
0:21:06;communications;radioprompt;own
0:21:11;sysmon;scales-3-failure;True
0:21:17;communications;radioprompt;own
0:21:22;sysmon;scales-2-failure;True
0:21:28;communications;radioprompt;other
0:21:33;sysmon;scales-4-failure;True
0:21:39;communications;radioprompt;own
0:21:44;sysmon;scales-1-failure;True
0:21:50;communications;radioprompt;other
0:21:55;sysmon;scales-1-failure;True
0:22:01;communications;radioprompt;other
0:22:06;sysmon;scales-4-failure;True
0:22:12;communications;radioprompt;other
0:22:17;sysmon;scales-4-failure;True
0:22:23;communications;radioprompt;other
0:22:28;sysmon;scales-2-failure;True
0:22:34;communications;radioprompt;own
0:22:45;communications;radioprompt;other
0:22:56;communications;radioprompt;other
0:23:07;communications;radioprompt;own
0:23:18;communications;radioprompt;other
0:23:29;communications;radioprompt;own
0:23:43;communications;radioprompt;own
0:23:54;communications;radioprompt;other
0:24:05;communications;radioprompt;own
0:24:16;communications;radioprompt;own
0:24:27;communications;radioprompt;own
0:24:36;sysmon;lights-2-failure;True
0:24:38;communications;radioprompt;own
0:24:49;communications;radioprompt;own
0:25:00;communications;radioprompt;own
0:25:11;sysmon;lights-2-failure;True
0:25:11;communications;radioprompt;own
0:25:22;sysmon;lights-2-failure;True
0:25:22;communications;radioprompt;other
0:25:33;sysmon;lights-1-failure;True
0:25:33;communications;radioprompt;own
0:25:44;sysmon;lights-2-failure;True
0:25:44;communications;radioprompt;own
0:25:55;sysmon;lights-2-failure;True
0:25:55;communications;radioprompt;own
0:26:06;sysmon;lights-2-failure;True
0:26:06;communications;radioprompt;own
0:26:17;sysmon;lights-2-failure;True
0:26:17;communications;radioprompt;own
0:26:28;sysmon;lights-2-failure;True
0:26:39;sysmon;lights-2-failure;True
0:26:50;sysmon;lights-1-failure;True
0:27:02;sysmon;lights-2-failure;True
0:27:13;sysmon;lights-1-failure;True
0:27:24;sysmon;lights-2-failure;True
0:27:35;sysmon;lights-1-failure;True
0:27:52;sysmon;lights-1-failure;True
0:28:03;sysmon;lights-2-failure;True
0:28:14;sysmon;lights-2-failure;True
0:28:17;sysmon;scales-1-failure;True
0:28:25;sysmon;lights-2-failure;True
0:28:28;sysmon;scales-4-failure;True
0:28:36;sysmon;lights-2-failure;True
0:28:39;sysmon;scales-1-failure;True
0:28:47;sysmon;lights-1-failure;True
0:28:50;sysmon;scales-1-failure;True
0:28:58;sysmon;lights-1-failure;True
0:29:01;sysmon;scales-3-failure;True
0:29:09;sysmon;lights-1-failure;True
0:29:12;sysmon;scales-4-failure;True
0:29:20;sysmon;lights-1-failure;True
0:29:23;sysmon;scales-3-failure;True
0:29:31;sysmon;lights-2-failure;True
0:29:34;sysmon;scales-4-failure;True
0:29:42;sysmon;lights-1-failure;True
0:29:45;sysmon;scales-1-failure;True
0:29:53;sysmon;lights-2-failure;True
0:29:56;sysmon;scales-1-failure;True
0:30:04;sysmon;lights-2-failure;True
0:30:07;sysmon;scales-3-failure;True
0:30:15;sysmon;lights-2-failure;True
0:30:18;sysmon;scales-4-failure;True
0:30:26;sysmon;lights-2-failure;True
0:30:29;sysmon;scales-3-failure;True
0:30:37;sysmon;lights-1-failure;True
0:30:40;sysmon;scales-4-failure;True
0:30:49;sysmon;lights-2-failure;True
0:30:51;sysmon;scales-3-failure;True
0:31:00;sysmon;lights-2-failure;True
0:31:02;sysmon;scales-3-failure;True
0:31:11;sysmon;lights-1-failure;True
0:31:13;sysmon;scales-2-failure;True
0:31:22;sysmon;lights-1-failure;True
0:31:24;sysmon;scales-1-failure;True
0:31:33;sysmon;lights-2-failure;True
0:31:35;sysmon;scales-1-failure;True
0:31:44;sysmon;lights-1-failure;True
0:31:46;sysmon;scales-3-failure;True
0:31:55;sysmon;lights-2-failure;True
0:31:57;sysmon;scales-2-failure;True
0:32:06;sysmon;lights-1-failure;True
0:32:08;sysmon;scales-3-failure;True
0:32:10;communications;radioprompt;own
0:32:17;sysmon;lights-1-failure;True
0:32:19;sysmon;scales-4-failure;True
0:32:21;communications;radioprompt;other
0:32:28;sysmon;lights-1-failure;True
0:32:30;sysmon;scales-1-failure;True
0:32:32;communications;radioprompt;other
0:32:41;sysmon;scales-1-failure;True
0:32:42;sysmon;lights-1-failure;True
0:32:43;communications;radioprompt;own
0:32:52;sysmon;scales-1-failure;True
0:32:53;sysmon;lights-1-failure;True
0:32:54;communications;radioprompt;own
0:33:03;sysmon;scales-4-failure;True
0:33:04;sysmon;lights-2-failure;True
0:33:05;communications;radioprompt;other
0:33:14;sysmon;scales-3-failure;True
0:33:15;sysmon;lights-2-failure;True
0:33:16;communications;radioprompt;own
0:33:25;sysmon;scales-4-failure;True
0:33:26;sysmon;lights-1-failure;True
0:33:27;communications;radioprompt;other
0:33:36;sysmon;scales-1-failure;True
0:33:37;sysmon;lights-1-failure;True
0:33:38;communications;radioprompt;other
0:33:47;sysmon;scales-1-failure;True
0:33:48;sysmon;lights-1-failure;True
0:33:49;communications;radioprompt;other
0:33:58;sysmon;scales-1-failure;True
0:33:59;sysmon;lights-2-failure;True
0:34:00;communications;radioprompt;own
0:34:09;sysmon;scales-2-failure;True
0:34:10;sysmon;lights-2-failure;True
0:34:11;communications;radioprompt;own
0:34:20;sysmon;scales-4-failure;True
0:34:21;sysmon;lights-2-failure;True
0:34:22;communications;radioprompt;other
0:34:31;sysmon;scales-1-failure;True
0:34:32;sysmon;lights-1-failure;True
0:34:33;communications;radioprompt;own
0:34:42;sysmon;scales-4-failure;True
0:34:43;sysmon;lights-1-failure;True
0:34:44;communications;radioprompt;other
0:34:53;sysmon;scales-4-failure;True
0:34:54;sysmon;lights-1-failure;True
0:34:55;communications;radioprompt;own
0:35:04;sysmon;scales-2-failure;True
0:35:05;sysmon;lights-1-failure;True
0:35:06;communications;radioprompt;own
0:35:15;sysmon;scales-3-failure;True
0:35:16;sysmon;lights-1-failure;True
0:35:17;communications;radioprompt;own
0:35:26;sysmon;scales-2-failure;True
0:35:27;sysmon;lights-2-failure;True
0:35:28;communications;radioprompt;other
0:35:38;sysmon;lights-2-failure;True
0:35:38;sysmon;scales-3-failure;True
0:35:39;communications;radioprompt;other
0:35:49;sysmon;lights-2-failure;True
0:35:49;sysmon;scales-4-failure;True
0:36:00;track;stop
0:36:00;sysmon;stop
0:36:00;communications;stop
0:36:00;resman;stop
0:36:00;labstreaminglayer;stop
0:36:00;genericscales;filename;nasatlx_en.txt
0:36:00;genericscales;start
0:36:00;instructions;filename;default/end_task.txt
0:36:00;instructions;start
