# Exp C main block (H) for participant 3141
# Date: 2026-03-09 15:04:29

0:00:00;instructions;filename;default/welcome_task.txt
0:00:00;instructions;start
0:00:00;labstreaminglayer;pauseatstart;true
0:00:00;labstreaminglayer;streamsession;true
0:00:00;labstreaminglayer;start
0:00:00;track;start
0:00:00;sysmon;start
0:00:00;communications;start
0:00:00;resman;start
0:00:00;communications;voicegender;male
0:00:00;communications;voiceidiom;english
0:00:00;sysmon;lights-1-failure;True
0:00:00;sysmon;scales-4-failure;True
0:00:00;resman;tank-a-lossperminute;833
0:00:00;resman;tank-b-lossperminute;825
0:00:00;track;targetproportion;0.30000000000000004
0:00:05;communications;radioprompt;other
0:00:11;sysmon;lights-1-failure;True
0:00:11;sysmon;scales-4-failure;True
0:00:16;communications;radioprompt;own
0:00:22;sysmon;lights-1-failure;True
0:00:22;sysmon;scales-3-failure;True
0:00:27;communications;radioprompt;own
0:00:33;sysmon;lights-2-failure;True
0:00:33;sysmon;scales-4-failure;True
0:00:38;communications;radioprompt;other
0:00:44;sysmon;lights-1-failure;True
0:00:44;sysmon;scales-3-failure;True
0:00:49;communications;radioprompt;other
0:00:55;sysmon;lights-1-failure;True
0:00:55;sysmon;scales-1-failure;True
0:01:00;communications;radioprompt;other
0:01:06;sysmon;lights-2-failure;True
0:01:06;sysmon;scales-3-failure;True
0:01:11;communications;radioprompt;other
0:01:17;sysmon;lights-1-failure;True
0:01:17;sysmon;scales-1-failure;True
0:01:22;communications;radioprompt;other
0:01:28;sysmon;lights-2-failure;True
0:01:28;sysmon;scales-2-failure;True
0:01:33;communications;radioprompt;own
0:01:39;sysmon;lights-2-failure;True
0:01:39;sysmon;scales-3-failure;True
0:01:44;communications;radioprompt;other
0:01:50;sysmon;lights-2-failure;True
0:01:50;sysmon;scales-1-failure;True
0:01:55;communications;radioprompt;other
0:02:01;sysmon;lights-2-failure;True
0:02:01;sysmon;scales-2-failure;True
0:02:06;communications;radioprompt;other
0:02:12;sysmon;scales-4-failure;True
0:02:17;communications;radioprompt;other
0:02:23;sysmon;scales-4-failure;True
0:02:28;communications;radioprompt;own
0:02:34;sysmon;scales-3-failure;True
0:02:36;sysmon;lights-2-failure;True
0:02:39;communications;radioprompt;other
0:02:47;sysmon;lights-1-failure;True
0:02:50;communications;radioprompt;own
0:02:58;sysmon;lights-2-failure;True
0:03:01;communications;radioprompt;own
0:03:09;sysmon;lights-1-failure;True
0:03:12;communications;radioprompt;own
0:03:20;sysmon;lights-2-failure;True
0:03:23;communications;radioprompt;own
0:03:31;sysmon;lights-2-failure;True
0:03:34;communications;radioprompt;other
0:03:42;sysmon;lights-2-failure;True
0:03:45;communications;radioprompt;own
0:03:53;sysmon;lights-1-failure;True
0:03:56;communications;radioprompt;other
0:04:04;sysmon;lights-2-failure;True
0:04:07;communications;radioprompt;other
0:04:15;sysmon;lights-2-failure;True
0:04:18;communications;radioprompt;other
0:04:26;sysmon;lights-1-failure;True
0:04:29;communications;radioprompt;own
0:04:37;sysmon;lights-1-failure;True
0:04:40;communications;radioprompt;own
0:04:48;sysmon;lights-2-failure;True
0:04:51;communications;radioprompt;other
0:04:59;sysmon;lights-1-failure;True
0:05:02;communications;radioprompt;own
0:05:10;sysmon;lights-2-failure;True
0:05:13;communications;radioprompt;other
0:05:21;sysmon;lights-2-failure;True
0:05:24;communications;radioprompt;other
0:05:32;sysmon;lights-1-failure;True
0:05:35;communications;radioprompt;own
0:05:43;sysmon;lights-1-failure;True
0:05:46;communications;radioprompt;own
0:05:54;sysmon;lights-2-failure;True
0:05:57;communications;radioprompt;own
0:06:05;sysmon;lights-2-failure;True
0:06:08;communications;radioprompt;own
0:06:16;sysmon;lights-2-failure;True
0:06:19;communications;radioprompt;other
0:06:27;sysmon;lights-1-failure;True
0:06:30;communications;radioprompt;own
0:06:38;sysmon;lights-1-failure;True
0:06:41;communications;radioprompt;other
0:06:49;sysmon;lights-1-failure;True
0:06:52;communications;radioprompt;other
0:07:00;sysmon;lights-1-failure;True
0:07:03;communications;radioprompt;other
0:07:11;sysmon;lights-2-failure;True
0:07:22;sysmon;lights-1-failure;True
0:07:33;sysmon;lights-1-failure;True
0:07:40;sysmon;scales-2-failure;True
0:07:44;sysmon;lights-1-failure;True
0:07:51;sysmon;scales-2-failure;True
0:07:55;sysmon;lights-1-failure;True
0:08:02;sysmon;scales-3-failure;True
0:08:06;sysmon;lights-2-failure;True
0:08:13;sysmon;scales-1-failure;True
0:08:17;sysmon;lights-1-failure;True
0:08:24;sysmon;scales-3-failure;True
0:08:28;sysmon;lights-1-failure;True
0:08:35;sysmon;scales-2-failure;True
0:08:39;sysmon;lights-1-failure;True
0:08:46;sysmon;scales-1-failure;True
0:08:50;sysmon;lights-1-failure;True
0:08:57;sysmon;scales-3-failure;True
0:09:01;sysmon;lights-2-failure;True
0:09:08;sysmon;scales-1-failure;True
0:09:12;sysmon;lights-2-failure;True
0:09:19;sysmon;scales-1-failure;True
0:09:23;sysmon;lights-1-failure;True
0:09:30;sysmon;scales-4-failure;True
0:09:34;sysmon;lights-2-failure;True
0:09:41;sysmon;scales-1-failure;True
0:09:45;sysmon;lights-2-failure;True
0:09:52;sysmon;scales-1-failure;True
0:09:56;sysmon;lights-1-failure;True
0:10:03;sysmon;scales-2-failure;True
0:10:14;sysmon;scales-3-failure;True
0:10:25;sysmon;scales-2-failure;True
0:10:36;sysmon;scales-2-failure;True
0:10:47;sysmon;scales-2-failure;True
0:10:58;sysmon;scales-4-failure;True
0:11:09;sysmon;scales-1-failure;True
0:11:20;sysmon;scales-4-failure;True
0:11:25;sysmon;lights-2-failure;True
0:11:31;sysmon;scales-1-failure;True
0:11:36;sysmon;lights-1-failure;True
0:11:42;sysmon;scales-2-failure;True
0:11:47;sysmon;lights-1-failure;True
0:11:53;sysmon;scales-3-failure;True
0:11:58;sysmon;lights-2-failure;True
0:12:04;sysmon;scales-4-failure;True
0:12:09;sysmon;lights-1-failure;True
0:12:16;sysmon;scales-3-failure;True
0:12:20;sysmon;lights-2-failure;True
0:12:27;sysmon;scales-3-failure;True
0:12:31;sysmon;lights-2-failure;True
0:12:38;sysmon;scales-3-failure;True
0:12:42;sysmon;lights-2-failure;True
0:12:53;sysmon;lights-2-failure;True
0:12:53;sysmon;scales-3-failure;True
0:13:04;sysmon;lights-1-failure;True
0:13:04;sysmon;scales-4-failure;True
0:13:15;sysmon;lights-2-failure;True
0:13:15;sysmon;scales-4-failure;True
0:13:26;sysmon;lights-2-failure;True
0:13:28;sysmon;scales-1-failure;True
0:13:37;sysmon;lights-1-failure;True
0:13:39;sysmon;scales-1-failure;True
0:13:48;sysmon;lights-1-failure;True
0:13:50;sysmon;scales-1-failure;True
0:13:59;sysmon;lights-2-failure;True
0:14:01;sysmon;scales-1-failure;True
0:14:10;sysmon;lights-2-failure;True
0:14:12;sysmon;scales-2-failure;True
0:14:23;sysmon;scales-1-failure;True
0:14:34;sysmon;scales-3-failure;True
0:14:45;sysmon;scales-4-failure;True
0:14:54;communications;radioprompt;own
0:14:56;sysmon;scales-3-failure;True
0:15:05;communications;radioprompt;own
0:15:07;sysmon;scales-4-failure;True
0:15:16;communications;radioprompt;own
0:15:18;sysmon;scales-1-failure;True
0:15:27;communications;radioprompt;own
0:15:29;sysmon;scales-3-failure;True
0:15:34;sysmon;lights-1-failure;True
0:15:38;communications;radioprompt;own
0:15:40;sysmon;scales-4-failure;True
0:15:45;sysmon;lights-2-failure;True
0:15:51;sysmon;scales-1-failure;True
0:15:52;communications;radioprompt;other
0:15:56;sysmon;lights-1-failure;True
0:16:02;sysmon;scales-1-failure;True
0:16:03;communications;radioprompt;own
0:16:07;sysmon;lights-2-failure;True
0:16:13;sysmon;scales-2-failure;True
0:16:14;communications;radioprompt;own
0:16:18;sysmon;lights-2-failure;True
0:16:24;sysmon;scales-4-failure;True
0:16:25;communications;radioprompt;own
0:16:29;sysmon;lights-1-failure;True
0:16:35;sysmon;scales-2-failure;True
0:16:36;communications;radioprompt;other
0:16:40;sysmon;lights-2-failure;True
0:16:46;sysmon;scales-2-failure;True
0:16:47;communications;radioprompt;own
0:16:51;sysmon;lights-1-failure;True
0:16:57;sysmon;scales-1-failure;True
0:16:58;communications;radioprompt;other
0:17:02;sysmon;lights-2-failure;True
0:17:08;sysmon;scales-1-failure;True
0:17:09;communications;radioprompt;other
0:17:13;sysmon;lights-2-failure;True
0:17:19;sysmon;scales-4-failure;True
0:17:20;communications;radioprompt;own
0:17:24;sysmon;lights-1-failure;True
0:17:30;sysmon;scales-1-failure;True
0:17:31;communications;radioprompt;own
0:17:35;sysmon;lights-1-failure;True
0:17:41;sysmon;scales-4-failure;True
0:17:42;communications;radioprompt;other
0:17:46;sysmon;lights-1-failure;True
0:17:52;sysmon;scales-2-failure;True
0:17:53;communications;radioprompt;other
0:17:57;sysmon;lights-2-failure;True
0:18:03;sysmon;scales-4-failure;True
0:18:04;communications;radioprompt;other
0:18:08;sysmon;lights-1-failure;True
0:18:14;sysmon;scales-2-failure;True
0:18:15;communications;radioprompt;own
0:18:19;sysmon;lights-2-failure;True
0:18:25;sysmon;scales-4-failure;True
0:18:26;communications;radioprompt;other
0:18:30;sysmon;lights-2-failure;True
0:18:36;sysmon;scales-4-failure;True
0:18:37;communications;radioprompt;own
0:18:41;sysmon;lights-2-failure;True
0:18:47;sysmon;scales-1-failure;True
0:18:48;communications;radioprompt;other
0:18:52;sysmon;lights-2-failure;True
0:18:58;sysmon;scales-4-failure;True
0:18:59;communications;radioprompt;other
0:19:03;sysmon;lights-2-failure;True
0:19:09;sysmon;scales-4-failure;True
0:19:10;communications;radioprompt;other
0:19:14;sysmon;lights-2-failure;True
0:19:20;sysmon;scales-4-failure;True
0:19:21;communications;radioprompt;other
0:19:25;sysmon;lights-1-failure;True
0:19:32;communications;radioprompt;own
0:19:36;sysmon;lights-2-failure;True
0:19:43;communications;radioprompt;own
0:19:47;sysmon;lights-2-failure;True
0:19:54;communications;radioprompt;own
0:19:58;sysmon;lights-2-failure;True
0:20:05;communications;radioprompt;own
0:20:09;sysmon;lights-1-failure;True
0:20:16;communications;radioprompt;other
0:20:20;sysmon;lights-2-failure;True
0:20:27;communications;radioprompt;own
0:20:31;sysmon;lights-1-failure;True
0:20:38;communications;radioprompt;own
0:20:42;sysmon;lights-2-failure;True
0:20:49;communications;radioprompt;own
0:20:53;sysmon;lights-1-failure;True
0:21:00;communications;radioprompt;other
0:21:04;sysmon;lights-1-failure;True
0:21:11;communications;radioprompt;other
0:21:15;sysmon;lights-1-failure;True
0:21:22;communications;radioprompt;own
0:21:26;sysmon;lights-2-failure;True
0:21:33;communications;radioprompt;own
0:21:44;communications;radioprompt;own
0:21:55;communications;radioprompt;own
0:22:06;communications;radioprompt;other
0:22:17;communications;radioprompt;own
0:22:28;communications;radioprompt;own
0:24:17;communications;radioprompt;other
0:24:28;communications;radioprompt;other
0:24:39;communications;radioprompt;own
0:24:50;communications;radioprompt;other
0:25:01;communications;radioprompt;own
0:25:09;sysmon;scales-1-failure;True
0:25:12;communications;radioprompt;own
0:25:20;sysmon;scales-3-failure;True
0:25:23;communications;radioprompt;other
0:25:31;sysmon;scales-3-failure;True
0:25:34;communications;radioprompt;own
0:25:42;sysmon;scales-1-failure;True
0:25:45;communications;radioprompt;own
0:25:53;sysmon;scales-3-failure;True
0:25:56;communications;radioprompt;other
0:26:04;sysmon;scales-3-failure;True
0:26:07;communications;radioprompt;own
0:26:15;sysmon;scales-4-failure;True
0:26:18;communications;radioprompt;own
0:26:26;sysmon;scales-1-failure;True
0:26:29;communications;radioprompt;own
0:26:37;sysmon;scales-3-failure;True
0:26:40;communications;radioprompt;own
0:26:48;sysmon;scales-3-failure;True
0:26:51;communications;radioprompt;other
0:26:59;sysmon;scales-1-failure;True
0:27:02;communications;radioprompt;other
0:27:10;sysmon;scales-3-failure;True
0:27:13;communications;radioprompt;own
0:27:21;sysmon;scales-3-failure;True
0:27:24;communications;radioprompt;other
0:27:32;sysmon;scales-2-failure;True
0:27:35;communications;radioprompt;other
0:27:43;sysmon;scales-4-failure;True
0:27:46;communications;radioprompt;own
0:27:54;sysmon;scales-2-failure;True
0:27:57;communications;radioprompt;other
0:28:05;sysmon;scales-3-failure;True
0:28:08;communications;radioprompt;own
0:28:16;sysmon;scales-3-failure;True
0:28:19;communications;radioprompt;other
0:28:27;sysmon;scales-2-failure;True
0:28:30;communications;radioprompt;other
0:28:38;sysmon;scales-3-failure;True
0:28:41;communications;radioprompt;other
0:28:49;sysmon;scales-4-failure;True
0:28:52;communications;radioprompt;own
0:29:00;sysmon;scales-2-failure;True
0:29:03;communications;radioprompt;own
0:29:11;sysmon;scales-4-failure;True
0:29:14;communications;radioprompt;other
0:29:17;sysmon;lights-2-failure;True
0:29:22;sysmon;scales-3-failure;True
0:29:25;communications;radioprompt;other
0:29:28;sysmon;lights-1-failure;True
0:29:33;sysmon;scales-1-failure;True
0:29:36;communications;radioprompt;own
0:29:39;sysmon;lights-1-failure;True
0:29:44;sysmon;scales-3-failure;True
0:29:47;communications;radioprompt;other
0:29:50;sysmon;lights-1-failure;True
0:29:55;sysmon;scales-2-failure;True
0:29:58;communications;radioprompt;own
0:30:01;sysmon;lights-2-failure;True
0:30:07;sysmon;scales-1-failure;True
0:30:09;communications;radioprompt;own
0:30:12;sysmon;lights-1-failure;True
0:30:20;communications;radioprompt;other
0:30:23;sysmon;lights-1-failure;True
0:30:30;sysmon;scales-2-failure;True
0:30:31;communications;radioprompt;other
0:30:34;sysmon;lights-2-failure;True
0:30:41;sysmon;scales-3-failure;True
0:30:42;communications;radioprompt;own
0:30:45;sysmon;lights-2-failure;True
0:30:52;sysmon;scales-1-failure;True
0:30:53;communications;radioprompt;other
0:30:56;sysmon;lights-2-failure;True
0:31:03;sysmon;scales-4-failure;True
0:31:04;communications;radioprompt;own
0:31:07;sysmon;lights-2-failure;True
0:31:14;sysmon;scales-2-failure;True
0:31:15;communications;radioprompt;other
0:31:18;sysmon;lights-1-failure;True
0:31:25;sysmon;scales-3-failure;True
0:31:26;communications;radioprompt;own
0:31:29;sysmon;lights-1-failure;True
0:31:36;sysmon;scales-2-failure;True
0:31:37;communications;radioprompt;other
0:31:40;sysmon;lights-2-failure;True
0:31:47;sysmon;scales-4-failure;True
0:31:48;communications;radioprompt;other
0:31:51;sysmon;lights-1-failure;True
0:31:58;sysmon;scales-1-failure;True
0:31:59;communications;radioprompt;other
0:32:03;sysmon;lights-2-failure;True
0:32:09;sysmon;scales-4-failure;True
0:32:10;communications;radioprompt;other
0:32:14;sysmon;lights-1-failure;True
0:32:20;sysmon;scales-2-failure;True
0:32:21;communications;radioprompt;other
0:32:25;sysmon;lights-1-failure;True
0:32:31;sysmon;scales-2-failure;True
0:32:32;communications;radioprompt;other
0:32:36;sysmon;lights-1-failure;True
0:32:42;sysmon;scales-2-failure;True
0:32:43;communications;radioprompt;other
0:32:47;sysmon;lights-1-failure;True
0:32:53;sysmon;scales-2-failure;True
0:32:54;communications;radioprompt;own
0:32:58;sysmon;lights-1-failure;True
0:33:04;sysmon;scales-2-failure;True
0:33:05;communications;radioprompt;own
0:33:09;sysmon;lights-2-failure;True
0:33:15;sysmon;scales-2-failure;True
0:33:16;communications;radioprompt;other
0:33:20;sysmon;lights-2-failure;True
0:33:26;sysmon;scales-3-failure;True
0:33:27;communications;radioprompt;own
0:33:31;sysmon;lights-1-failure;True
0:33:37;sysmon;scales-3-failure;True
0:33:38;communications;radioprompt;other
0:33:42;sysmon;lights-2-failure;True
0:33:48;sysmon;scales-4-failure;True
0:33:49;communications;radioprompt;other
0:33:53;sysmon;lights-1-failure;True
0:33:59;sysmon;scales-4-failure;True
0:34:00;communications;radioprompt;own
0:34:04;sysmon;lights-1-failure;True
0:34:10;sysmon;scales-3-failure;True
0:34:11;communications;radioprompt;other
0:34:21;sysmon;scales-2-failure;True
0:34:22;communications;radioprompt;own
0:34:31;sysmon;lights-2-failure;True
0:34:32;sysmon;scales-2-failure;True
0:34:33;communications;radioprompt;other
0:34:42;sysmon;lights-2-failure;True
0:34:43;sysmon;scales-1-failure;True
0:34:44;communications;radioprompt;other
0:34:53;sysmon;lights-2-failure;True
0:34:54;sysmon;scales-1-failure;True
0:34:55;communications;radioprompt;other
0:35:04;sysmon;lights-1-failure;True
0:35:05;sysmon;scales-1-failure;True
0:35:06;communications;radioprompt;own
0:35:15;sysmon;lights-1-failure;True
0:35:16;sysmon;scales-4-failure;True
0:35:17;communications;radioprompt;own
0:35:27;sysmon;lights-1-failure;True
0:35:27;sysmon;scales-4-failure;True
0:35:28;communications;radioprompt;own
0:35:38;sysmon;lights-1-failure;True
0:35:38;sysmon;scales-2-failure;True
0:35:39;communications;radioprompt;own
0:35:49;sysmon;lights-1-failure;True
0:35:49;sysmon;scales-2-failure;True
0:36:00;track;stop
0:36:00;sysmon;stop
0:36:00;communications;stop
0:36:00;resman;stop
0:36:00;labstreaminglayer;stop
0:36:00;genericscales;filename;nasatlx_en.txt
0:36:00;genericscales;start
0:36:00;instructions;filename;default/end_task.txt
0:36:00;instructions;start
